ORIGINAL LABEL, OTT TAXON NAME, OTT TAXON ID
Sporophila pileata, Sporophila pileata,5857373
Synallaxis cinerea, Synallaxis cinerea,5857294
Melozone biarcuata, Melozone biarcuata,5857269
Rallus tenuirostris, Rallus tenuirostris,5857232
Rallus crepitans, Rallus crepitans,5857231
Rallus obsoletus, Rallus obsoletus,5857230
Porphyrio indicus, Porphyrio indicus,5857220
Coccyzus vieilloti, Coccyzus vieilloti,5857192
Cuculus optatus, Cuculus optatus,5857186
Strix hadorami, Strix hadorami,5857165
Glaucidium nana, Glaucidium nana,5857152
Prosobonia cancellata, Prosobonia cancellata,5857130
Nesophlox lyrura, Calliphlox lyrura,5857097
Northiella narethae, Northiella narethae,5857022
Iridophanes pulcherrimus, Iridophanes pulcherrimus,5561117
Pachycephala vanikorensis, Pachycephala caledonica vanikorensis,5561021
Rhipidura samarensis, Rhipidura samarensis,5560455
Rhipidura albiventris, Rhipidura albiventris,5560454
Zimmerius parvus, Zimmerius vilissimus parvus,5560431
Zimmerius petersi, Zimmerius improbus petersi,5560430
Melanitta americana, Melanitta americana,5560148
Melanitta deglandi, Melanitta deglandi,5560147
Batrachostomus affinis, Batrachostomus affinis,5560141
Batrachostomus mixtus, Batrachostomus mixtus,5560140
Merops nubicoides, Merops nubicus nubicoides,5560130
Cranioleuca dissita, Cranioleuca dissita,5560099
Erythropitta dohertyi, Pitta dohertyi    ,5560091
Philemon kisserensis, Philemon kisserensis,5560090
Lichmera limbata, Lichmera limbata,5560088
Myzomela wakoloensis, Myzomela wakoloensis,5560086
Myzomela dammermani, Myzomela dammermani,5560085
Myzomela chermesina, Myzomela chermesina,5560084
Myzomela caledonica, Myzomela caledonica,5560083
Myzomela chloroptera, Myzomela chloroptera,5560082
Lepidocolaptes duidae, Lepidocolaptes duidae,5560075
Lepidocolaptes fatimalimae, Lepidocolaptes fatimalimae,5560073
Lepidocolaptes fuscicapillus, Lepidocolaptes fuscicapillus,5560072
Zimmerius improbus, Zimmerius improbus,5560067
Nengetus cinereus, Xolmis salinarum,5560059
Guyramemua affine, Suiriri affinis,5560058
Aerodramus amelis, Aerodramus amelis,5560046
Ninox spilocephala, Ninox spilocephala,5560042
Glaucidium castaneum, Glaucidium castaneum,5560040
Gallinago magellanica, Gallinago magellanica,5560024
Piculus litae, Piculus litae,5560019
Gecinulus viridis, Gecinulus viridis,5560018
Chloropicus lugubris, Dendropicos lugubris,5560016
Chloropicus spodocephalus, Dendropicos spodocephalus,5560015
Chrysocolaptes haematribon, Chrysocolaptes lucidus haematribon,5560014
Campethera scriptoricauda, Campethera scriptoricauda,5560013
Loriculus tener, Loriculus tener,5559988
Phylloscopus ibericus, Phylloscopus ibericus,5342871
Esacus magnirostris, Esacus magnirostris,5342861
Polioptila attenboroughi, Polioptila attenboroughi,5341372
Orthotomus chaktomuk, Orthotomus chaktomuk,5341202
Tyto almae, Tyto almae,5341178
Emberiza goslingi, Fringillaria goslingi,5267033
Hypocnemis rondoni, Hypocnemis rondoni,5223431
Herpsilochmus stotzi, Herpsilochmus stotzi,5223430
Herpsilochmus praedictus, Herpsilochmus praedictus,5223429
Eremalauda eremodites, Eremalauda dunni eremodites,5223380
Calandrella dukhunensis, Calandrella brachydactyla dukhunensis,5223351
Scytalopus gettyae, Scytalopus gettyae,5223335
Calliope pectardens, Calliope pectardens,4947846
Myrmotherula urosticta, Myrmotherula urosticta,4947800
Myrmotherula snowi, Myrmotherula snowi,4947799
Myrmotherula sunensis, Myrmotherula sunensis,4947798
Myrmotherula minor, Myrmotherula minor,4947794
Myrmotherula fluminensis, Myrmotherula fluminensis,4947793
Symposiachrus everetti, Symposiachrus everetti,4947768
Symposiachrus infelix, Symposiachrus infelix,4947767
Symposiachrus leucurus, Symposiachrus leucurus,4947765
Symposiachrus menckei, Symposiachrus menckei,4947764
Symposiachrus sacerdotum, Symposiachrus sacerdotum,4947763
Symposiachrus loricatus, Symposiachrus loricatus,4947762
Symposiachrus julianae, Symposiachrus julianae,4947761
Symposiachrus brehmii, Symposiachrus brehmii,4947759
Symposiachrus vidua, Symposiachrus vidua,4947757
Monarcha erythrostictus, Monarcha erythrostictus,4947756
Monarcha godeffroyi, Monarcha godeffroyi,4947755
Symposiachrus browni, Symposiachrus browni,4947754
Symposiachrus boanensis, Symposiachrus boanensis,4947752
Pachycephala meyeri, Pachycephala meyeri,4947741
Pachycephala mentalis, Pachycephala mentalis,4947738
Pachycephala fulvotincta, Pachycephala fulvotincta,4947737
Pachycephala leucogastra, Pachycephala leucogastra,4947736
Pachycephala aurea, Pachycephala aurea,4947735
Pachycephala orpheus, Pachycephala orpheus,4947734
Pachycephala monacha, Pachycephala monacha,4947733
Pachycephala homeyeri, Pachycephala homeyeri,4947730
Pachycephala implicata, Pachycephala implicata,4947729
Pachycephala flavifrons, Pachycephala flavifrons,4947727
Pachycephala rufogularis, Pachycephala rufogularis,4947726
Pachycephala jacquinoti, Pachycephala jacquinoti,4947725
Sphecotheres hypoleucus, Sphecotheres hypoleucus,4947724
Robsonius sorsogonensis, Robsonius sorsogonensis,4947722
Sittiparus semilarvatus, Cyanistes semilarvatus,4947701
Dasycrotapha pygmaea, Dasycrotapha pygmaea,4947684
Turdinus marmoratus, Napothera marmorata,4947675
Turdinus atrigularis, Napothera atrigularis,4947673
Cyphorhinus thoracicus, Cyphorhinus thoracicus,4947667
Acrocephalus nijoi, Acrocephalus luscinius nijoi,4947645
Myiotheretes fuscorufus, Myiotheretes fuscorufus,4947641
Myiotheretes pernix, Myiotheretes pernix,4947640
Coccopygia bocagei, Coccopygia bocagei,4947633
Hemithraupis ruficapilla, Hemithraupis ruficapilla,4947628
Junco insularis, Junco insularis,4947621
Leptocoma brasiliana, Leptocoma brasiliana,4947609
Zoothera major, Zoothera major,4947569
Zoothera everetti, Zoothera everetti,4947566
Geokichla dumasi, Geokichla dumasi,4947565
Zoothera terrestris, Zoothera terrestris,4947562
Zoothera machiki, Zoothera machiki,4947561
Zoothera imbricata, Zoothera imbricata,4947560
Zoothera turipavae, Zoothera turipavae,4947559
Zoothera neilgherriensis, Zoothera neilgherriensis,4947558
Geokichla joiceyi, Geokichla joiceyi,4947557
Geokichla mendeni, Geokichla mendeni,4947556
Geokichla leucolaema, Geokichla leucolaema,4947555
Zoothera margaretae, Zoothera margaretae,4947554
Hydrornis irena, Hydrornis irena,4947553
Hydrornis schwaneri, Hydrornis schwaneri,4947552
Hydrornis schneideri, Hydrornis schneideri,4947549
Otus pamelae, Otus senegalensis pamelae,4947544
Rhizothera dulitensis, Rhizothera dulitensis,4947478
Ortalis erythroptera, Ortalis erythroptera,4947474
Ortalis superciliaris, Ortalis superciliaris,4947472
Ortalis wagleri, Ortalis wagleri,4947471
Puffinus bannermani, Puffinus bannermani,4947459
Puffinus heinrothi, Puffinus heinrothi,4947458
Pterodroma brevipes, Pterodroma brevipes,4947457
Centropus milo, Centropus milo,4947401
Centropus chlororhynchos, Centropus chlororhynchos,4947400
Centropus bengalensis, Centropus bengalensis,4947399
Centropus andamanensis, Centropus andamanensis,4947398
Centropus rectunguis, Centropus rectunguis,4947397
Centropus nigrorufus, Centropus nigrorufus,4947396
Centropus melanops, Centropus melanops,4947395
Centropus bernsteini, Centropus bernsteini,4947394
Centropus goliath, Centropus goliath,4947393
Centropus menbeki, Centropus menbeki,4947392
Centropus anselli, Centropus anselli,4947391
Centropus toulou, Centropus toulou,4947390
Centropus steerii, Centropus steerii,4947389
Centropus ateralbus, Centropus ateralbus,4947388
Centropus violaceus, Centropus violaceus,4947387
Centropus leucogaster, Centropus leucogaster,4947386
Centropus chalybeus, Centropus chalybeus,4947384
Centropus celebensis, Centropus celebensis,4947383
Meliarchus sclateri, Meliarchus sclateri,4132013
Myrmelastes rufifacies, Myrmelastes rufifacies,4131804
Myrmelastes humaythae, Myrmelastes humaythae,4131802
Sarcophanops samarensis, Sarcophanops samarensis,4131743
Melaniparus niger, Melaniparus niger,4131704
Melaniparus fasciiventer, Melaniparus fasciiventer,4131703
Melaniparus griseiventris, Melaniparus griseiventris,4131702
Melaniparus guineensis, Melaniparus guineensis,4131701
Melaniparus leuconotus, Melaniparus leuconotus,4131700
Melaniparus fringillinus, Melaniparus fringillinus,4131699
Melaniparus afer, Melaniparus afer,4131698
Melaniparus rufiventris, Melaniparus rufiventris,4131697
Melaniparus funereus, Melaniparus funereus,4131696
Melaniparus thruppi, Melaniparus thruppi,4131695
Melaniparus carpi, Melaniparus carpi,4131694
Melaniparus leucomelas, Melaniparus leucomelas,4131693
Melaniparus cinerascens, Melaniparus cinerascens,4131692
Melaniparus albiventris, Melaniparus albiventris,4131691
Hartertula flavoviridis, Hartertula flavoviridis,4131611
Crithagra frontalis, Crithagra frontalis,4131533
Crithagra reichenowi, Crithagra reichenowi,4131525
Crithagra canicapilla, Crithagra canicapilla,4131510
Crithagra xanthopygia, Crithagra xanthopygia,4131498
Cinnyris tsavoensis, Cinnyris tsavoensis,4131416
Cinnyris chalcomelas, Cinnyris chalcomelas,4131403
Cinnyris asiaticus, Cinnyris asiaticus,4131399
Cinnyris minullus, Cinnyris minullus,4131397
Cinnyris reichenowi, Cinnyris reichenowi,4131387
Cinnyris usambaricus, Cinnyris usambaricus,4131374
Erythropitta celebensis, Erythropitta erythrogaster celebensis,4131309
Erythropitta caeruleitorques, Erythropitta erythrogaster caeruleitorques,4131308
Erythropitta gazellae, Erythropitta erythrogaster gazellae,4131300
Erythropitta splendida, Erythropitta erythrogaster splendida,4131298
Erythropitta rufiventris, Erythropitta erythrogaster rufiventris,4131297
Erythropitta rubrinucha, Erythropitta erythrogaster rubrinucha,4131296
Erythropitta palliceps, Erythropitta erythrogaster palliceps,4131290
Erythropitta meeki, Erythropitta erythrogaster meeki,4131289
Erythropitta novaehibernicae, Erythropitta erythrogaster novaehibernicae,4131288
Erythropitta macklotii, Erythropitta erythrogaster macklotii,4131286
Athene blewitti, Heteroglaux blewitti,4131266
Gymnasio nudipes, Megascops nudipes,4131251
Megascops ingens, Megascops ingens,4131250
Megascops seductus, Megascops seductus,4131248
Megascops centralis, Megascops centralis,4131246
Megascops cooperi, Megascops cooperi,4131240
Megascops barbarus, Megascops barbarus,4131239
Megascops marshalli, Megascops marshalli,4131238
Lophopsittacus bensoni, Lophopsittacus bensoni,4131210
Penelopides samarensis, Penelopides samarensis,4130577
Sternula lorata, Sternula lorata,4130479
Sternula saundersi, Sternula saundersi,4130478
Sternula balaenarum, Sternula balaenarum,4130477
Phaenicophaeus viridirostris, Phaenicophaeus viridirostris,3605883
Phaenicophaeus sumatranus, Rhopodytes sumatranus,3605882
Morococcyx erythropygus, Morococcyx erythropygus,3605748
Nannococcyx psix, Nannococcyx psix,3605577
Anastomus oscitans, Anastomus oscitans,3605504
Pachycoccyx audeberti, Pachycoccyx audeberti,3605232
Zanclostomus javanicus, Zanclostomus javanicus,3604196
Phaenicophaeus pyrrhocephalus, Phaenicophaeus pyrrhocephalus,3604141
Dasylophus cumingi, Dasylophus cumingi,3603295
Ceuthmochares australis, Ceuthmochares australis,3603292
Phaenicophaeus diardi, Rhopodytes diardi,3602884
Rhamphococcyx calyorhynchus, Zanclostomus calyorhynchus,3602520
Anastomus lamelligerus, Anastomus lamelligerus,3602497
Caprimulgus binotatus, Veles binotatus,3602357
Macropsalis forcipata, Macropsalis forcipata,3602353
Ceuthmochares aereus, Ceuthmochares aereus,3602243
Taccocua leschenaultii, Taccocua leschenaultii,3601874
Microdynamis parva, Microdynamis parva,3601546
Rhinortha chlorophaea, Rhinortha chlorophaea,3601282
Phaenicophaeus tristis, Rhopodytes tristis,3601097
Casuarius unappendiculatus, Casuarius unappendiculatus,3600826
Struthio molybdophanes, Struthio molybdophanes,3600823
Nothocercus bonapartei, Nothocercus bonapartei,3600815
Nothocercus julius, Nothocercus julius,3600814
Nothocercus nigrocapillus, Nothocercus nigrocapillus,3600813
Taoniscus nanus, Taoniscus nanus,3600811
Nothoprocta curvirostris, Nothoprocta curvirostris,3600806
Nothoprocta pentlandii, Nothoprocta pentlandii,3600805
Nothoprocta taczanowskii, Nothoprocta taczanowskii,3600803
Nothura boraquira, Nothura boraquira,3600801
Nothura minor, Nothura minor,3600800
Crypturellus boucardi, Crypturellus boucardi,3600799
Crypturellus bartletti, Crypturellus bartletti,3600798
Crypturellus kerriae, Crypturellus kerriae,3600797
Crypturellus berlepschi, Crypturellus berlepschi,3600796
Crypturellus atrocapillus, Crypturellus atrocapillus,3600795
Crypturellus transfasciatus, Crypturellus transfasciatus,3600794
Crypturellus ptaritepui, Crypturellus ptaritepui,3600793
Crypturellus cinnamomeus, Crypturellus cinnamomeus,3600791
Crypturellus duidae, Crypturellus duidae,3600790
Crypturellus noctivagus, Crypturellus noctivagus,3600789
Crypturellus casiquiare, Crypturellus casiquiare,3600788
Rhynchotus maculicollis, Rhynchotus maculicollis,3600787
Tinamus osgoodi, Tinamus osgoodi,3600786
Tinamus solitarius, Tinamus solitarius,3600785
Trogon chionurus, Trogon chionurus,3600780
Trogon ramonianus, Trogon ramonianus,3600778
Trogon caligatus, Trogon caligatus,3600777
Trogon mesurus, Trogon mesurus,3600776
Harpactes reinwardtii, Harpactes reinwardtii,3600775
Tauraco ruspolii, Tauraco ruspolii,3600773
Anthracoceros montani, Anthracoceros montani,3600761
Anthracoceros coronatus, Anthracoceros coronatus,3600760
Anthracoceros marchei, Anthracoceros marchei,3600759
Ocyceros griseus, Ocyceros griseus,3600758
Ocyceros birostris, Ocyceros birostris,3600757
Rhyticeros everetti, Rhyticeros everetti,3600755
Rhyticeros narcondami, Rhyticeros narcondami,3600754
Tockus kempi, Tockus kempi,3600753
Lophoceros pallidirostris, Tockus pallidirostris,3600752
Lophoceros bradfieldi, Tockus bradfieldi,3600750
Horizocerus hartlaubi, Tockus hartlaubi,3600749
Lophoceros hemprichii, Tockus hemprichii,3600748
Tockus damarensis, Tockus damarensis,3600745
Rhabdotorrhinus exarhatus, Penelopides exarhatus,3600744
Penelopides mindorensis, Penelopides mindorensis,3600743
Ceratogymna elata, Ceratogymna elata,3600742
Bycanistes albotibialis, Bycanistes albotibialis,3600739
Bycanistes fistulator, Bycanistes fistulator,3600738
Bycanistes cylindricus, Bycanistes cylindricus,3600737
Upupa marginata, Upupa marginata,3600736
Upupa antaios, Upupa antaios,3600735
Rhinopomastus minor, Rhinopomastus minor,3600734
Rhinopomastus aterrimus, Rhinopomastus aterrimus,3600733
Phoeniculus bollei, Phoeniculus bollei,3600732
Phoeniculus somaliensis, Phoeniculus somaliensis,3600731
Phoeniculus castaneiceps, Phoeniculus castaneiceps,3600730
Colius castanotus, Colius castanotus,3600725
Micromonacha lanceolata, Micromonacha lanceolata,3600724
Hapaloptila castanea, Hapaloptila castanea,3600722
Bucco noanamae, Bucco noanamae,3600719
Hypnelus ruficollis, Hypnelus ruficollis,3600715
Nonnula sclateri, Nonnula sclateri,3600712
Nonnula ruficapilla, Nonnula ruficapilla,3600711
Nonnula brunnea, Nonnula brunnea,3600710
Nonnula frontalis, Nonnula frontalis,3600709
Nonnula amaurocephala, Nonnula amaurocephala,3600708
Nystalus radiatus, Nystalus radiatus,3600706
Monasa flavirostris, Monasa flavirostris,3600705
Malacoptila mystacalis, Malacoptila mystacalis,3600704
Malacoptila fulvogularis, Malacoptila fulvogularis,3600703
Notharchus ordii, Notharchus ordii,3600702
Notharchus swainsoni, Notharchus swainsoni,3600701
Notharchus hyperrhynchus, Notharchus hyperrhynchus,3600700
Notharchus pectoralis, Notharchus pectoralis,3600699
Galbalcyrhynchus purusianus, Galbalcyrhynchus purusianus,3600698
Galbalcyrhynchus leucotis, Galbalcyrhynchus leucotis,3600697
Jacamaralcyon tridactyla, Jacamaralcyon tridactyla,3600695
Galbula chalcothorax, Galbula chalcothorax,3600693
Galbula cyanicollis, Galbula cyanicollis,3600692
Galbula tombacea, Galbula tombacea,3600691
Brachygalba goeringi, Brachygalba goeringi,3600690
Brachygalba salmoni, Brachygalba salmoni,3600689
Brachygalba albogularis, Brachygalba albogularis,3600688
Leucocarbo verrucosus, Leucocarbo verrucosus,3600687
Leucocarbo carunculatus, Leucocarbo carunculatus,3600684
Microcarbo niger, Microcarbo niger,3600680
Microcarbo africanus, Phalacrocorax africanus,3600675
Microcarbo coronatus, Phalacrocorax africanus,3600675
Microcarbo pygmaeus, Phalacrocorax pygmaeus,3600659
Phalacrocorax fuscicollis, Phalacrocorax fuscicollis,3600658
Leucocarbo melanogenis, Leucocarbo melanogenis,3600651
Leucocarbo nivalis, Leucocarbo nivalis,3600650
Urile perspicillatus, Phalacrocorax perspicillatus,3600649
Anhinga melanogaster, Anhinga melanogaster,3600644
Abeillia abeillei, Abeillia abeillei,3600620
Sternoclyta cyanopectus, Sternoclyta cyanopectus,3600618
Goldmania violiceps, Goldmania violiceps,3600616
Hylonympha macrocerca, Hylonympha macrocerca,3600615
Leucochloris albicollis, Leucochloris albicollis,3600611
Goldmania bella, Goethalsia bella,3600610
Augastes scutatus, Augastes scutatus,3600607
Augastes lumachella, Augastes lumachella,3600605
Loddigesia mirabilis, Loddigesia mirabilis,3600603
Mellisuga minima, Mellisuga minima,3600599
Tilmatura dupontii, Tilmatura dupontii,3600598
Doricha enicura, Doricha enicura,3600593
Doricha eliza, Doricha eliza,3600591
Mellisuga helenae, Mellisuga helenae,3600587
Boissonneaua jardini, Boissonneaua jardini,3600585
Aglaeactis aliciae, Aglaeactis aliciae,3600582
Eriocnemis isabellae, Eriocnemis isabellae,3600581
Eriocnemis aline, Eriocnemis aline,3600580
Eriocnemis mirabilis, Eriocnemis mirabilis,3600579
Eriocnemis godini, Eriocnemis godini,3600577
Metallura iracunda, Metallura iracunda,3600576
Oreotrochilus adela, Oreotrochilus adela,3600575
Oreotrochilus stolzmanni, Oreotrochilus stolzmanni,3600574
Glaucis dohrnii, Glaucis dohrnii,3600573
Eupherusa ridgwayi, Thalurania ridgwayi,3600572
Thalurania watertonii, Thalurania watertonii,3600571
Discosura letitiae, Discosura letitiae,3600569
Saucerottia castaneiventris, Amazilia castaneiventris,3600567
Amazilia boucardi, Amazilia boucardi,3600566
Amazilia luciae, Amazilia luciae,3600563
Chlorestes candida, Amazilia candida,3600561
Saucerottia cyanura, Amazilia cyanura,3600557
Chlorostilbon stenurus, Chlorostilbon stenurus,3600554
Riccordia bracei, Chlorostilbon bracei,3600553
Cynanthus forficatus, Chlorostilbon forficatus,3600552
Chlorostilbon assimilis, Chlorostilbon assimilis,3600551
Chlorostilbon alice, Chlorostilbon alice,3600550
Riccordia swainsonii, Chlorostilbon swainsonii,3600549
Riccordia ricordii, Chlorostilbon ricordii,3600548
Cynanthus auriceps, Chlorostilbon auriceps,3600545
Chlorostilbon gibsoni, Chlorostilbon gibsoni,3600543
Chlorostilbon olivaresi, Chlorostilbon olivaresi,3600542
Chlorostilbon russatus, Chlorostilbon russatus,3600541
Cynanthus canivetii, Chlorostilbon canivetii,3600540
Selasphorus ardens, Selasphorus ardens,3600539
Heliomaster squamosus, Heliomaster squamosus,3600538
Chrysuronia humboldtii, Hylocharis humboldtii,3600537
Calothorax lucifer, Calothorax lucifer,3600536
Selasphorus ellioti, Atthis ellioti,3600535
Polytmus milleri, Polytmus milleri,3600534
Ramphomicron dorsale, Ramphomicron dorsale,3600533
Chaetocercus astreans, Chaetocercus astreans,3600531
Chaetocercus berlepschi, Chaetocercus berlepschi,3600530
Chaetocercus heliodor, Chaetocercus heliodor,3600528
Chaetocercus jourdanii, Chaetocercus jourdanii,3600527
Nesophlox evelynae, Calliphlox evelynae,3600526
