ORIGINAL LABEL, OTT TAXON NAME, OTT TAXON ID
Cercomacroides parkeri, Cercomacra parkeri,913345
Corvus kubaryi, Corvus kubaryi,913180
Phyllastrephus poensis, Phyllastrephus poensis,912557
Neolestes torquatus, Neolestes torquatus,912554
Bradypterus bangwaensis, Bradypterus bangwaensis,912450
Locustella caudata, Bradypterus caudatus,912446
Oenanthe albifrons, Myrmecocichla albifrons,912330
Myrmecocichla melaena, Myrmecocichla melaena,912328
Accipiter cirrocephalus, Accipiter cirrocephalus,911751
Melierax poliopterus, Melierax poliopterus,911749
Grallaria andicolus, Grallaria andicolus,910737
Chamaeza nobilis, Chamaeza nobilis,910735
Herpsilochmus axillaris, Herpsilochmus axillaris,910734
Synallaxis hellmayri, Gyalophylax hellmayri,910731
Larus brachyrhynchus, Larus brachyrhynchus,910287
Centrocercus minimus, Centrocercus minimus,909953
Illadopsis rufescens, Illadopsis rufescens,909951
Knipolegus poecilocercus, Knipolegus poecilocercus,909907
Cardellina canadensis, Cardellina canadensis,909769
Psarocolius bifasciatus, Psarocolius bifasciatus,909240
Psarocolius viridis, Psarocolius viridis,909234
Ficedula superciliaris, Ficedula superciliaris,909205
Ficedula nigrorufa, Ficedula nigrorufa,909204
Ficedula sapphira, Ficedula sapphira,909203
Ficedula timorensis, Ficedula timorensis,909201
Phylloscopus ijimae, Seicercus ijimae,908755
Phylloscopus montis, Seicercus montis,908746
Phylloscopus xanthoschistos, Seicercus xanthoschistos,908735
Prinia erythroptera, Prinia erythroptera,907907
Apalis thoracica, Apalis thoracica,907904
Riccordia maugaeus, Chlorostilbon maugaeus,906950
Myiarchus nugator, Myiarchus nugator,906949
Contopus latirostris, Contopus latirostris,906946
Chlorostilbon mellisugus, Chlorostilbon mellisugus,906945
Myiarchus oberi, Myiarchus oberi,906944
Myiarchus antillarum, Myiarchus antillarum,906943
Turdus fumigatus, Turdus fumigatus,906942
Turdus plumbeus, Turdus plumbeus,906941
Cyanocorax chrysops, Cyanocorax chrysops,906630
Perisoreus canadensis, Perisoreus canadensis,906628
Aramides cajaneus, Aramides cajanea,906602
Cyanolyca viridicyanus, Cyanolyca viridicyanus,906600
Lamprotornis caudatus, Lamprotornis caudatus,906566
Fregata ariel, Fregata ariel,906504
Fregata aquila, Fregata aquila,906502
Fregata andrewsi, Fregata andrewsi,906500
Turdus nigrescens, Turdus nigrescens,906452
Turdus celaenops, Turdus celaenops,906451
Turdus ruficollis, Turdus ruficollis,906450
Turdus iliacus, Turdus iliacus,906449
Turdus aurantius, Turdus aurantius,906448
Turdus unicolor, Turdus unicolor,906447
Turdus albocinctus, Turdus albocinctus,906446
Turdus kessleri, Turdus kessleri,906445
Turdus feae, Turdus feae,906444
Foudia aldabrana, Foudia aldabrana,905766
Aegithalos glaucogularis, Aegithalos glaucogularis,905410
Diomedea epomophora, Diomedea epomophora,904499
Fregetta tropica, Fregetta tropica,904495
Pelagodroma marina, Pelagodroma marina,904490
Pelecanoides urinatrix, Pelecanoides urinatrix,904486
Pelecanoides georgicus, Pelecanoides georgicus,904485
Orthogonys chloricterus, Orthogonys chloricterus,904009
Caprimulgus longipennis, Macrodipteryx longipennis,903620
Eleothreptus anomalus, Eleothreptus anomalus,903612
Serinus canicollis, Serinus canicollis,903284
Crithagra sulphurata, Crithagra sulphurata,903281
Crithagra dorsostriata, Serinus dorsostriatus,903274
Crithagra gularis, Serinus gularis,903272
Crithagra flaviventris, Crithagra flaviventris,903271
Spinus thibetanus, Serinus thibetanus,903269
Macheiramphus alcinus, Macheiramphus alcinus,903047
Pelecanus rufescens, Pelecanus rufescens,901986
Malurus cyaneus, Malurus cyaneus,901827
Haliastur sphenurus, Haliastur sphenurus,901451
Accipiter bicolor, Accipiter bicolor,901450
Aquila africana, Spizaetus africanus,901447
Lophaetus occipitalis, Lophaetus occipitalis,901444
Crithagra reichardi, Serinus reichardi,901363
Crithagra mennelli, Serinus mennelli,901362
Crithagra whytii, Serinus whytii,901360
Crithagra capistrata, Crithagra capistrata,901359
Pyrrhula erythrocephala, Pyrrhula erythrocephala,901358
Crithagra melanochroa, Serinus melanochrous,901357
Micrastur buckleyi, Micrastur buckleyi,901268
Cisticola fulvicapilla, Cisticola fulvicapilla,901159
Lanius corvinus, Corvinella corvina,901158
Estrilda astrild, Estrilda astrild,901156
Sheppardia montana, Sheppardia montana,901106
Sheppardia sharpei, Sheppardia sharpei,901105
Eolophus roseicapilla, Eolophus roseicapillus,900913
Geothlypis philadelphia, Geothlypis philadelphia,900160
Sinosuthora brunnea, Paradoxornis brunneus,900078
Iduna similis, Chloropeta similis,899374
Pinguinus impennis, Pinguinus impennis,899358
Prinia crinigera, Prinia crinigera,899111
Prinia familiaris, Prinia familiaris,899106
Orthotomus atrogularis, Orthotomus atrogularis,899105
Merops superciliosus, Merops superciliosus,898073
Merops persicus, Merops persicus,898071
Electron platyrhynchum, Electron platyrhynchum,897980
Enicurus immaculatus, Enicurus immaculatus,897952
Euphonia plumbea, Euphonia plumbea,897950
Topaza pyra, Topaza pyra,897893
Leptosomus discolor, Leptosomus discolor,897867
Uratelornis chimaera, Uratelornis chimaera,897865
Eurystomus orientalis, Eurystomus orientalis,897864
Eurystomus glaucurus, Eurystomus glaucurus,897863
Crex crex, Crex crex,897460
Pachycephala pectoralis, Pachycephala pectoralis,896904
Turnagra capensis, Turnagra capensis,896899
Zoothera lunulata, Zoothera lunulata,896889
Psarisomus dalhousiae, Psarisomus dalhousiae,895684
Cracticus nigrogularis, Cracticus nigrogularis,895518
Iridosornis jelskii, Iridosornis jelskii,895352
Chlorochrysa nitidissima, Chlorochrysa nitidissima,895350
Tephrophilus wetmorei, Buthraupis wetmorei,895349
Cnemathraupis aureodorsalis, Buthraupis aureodorsalis,895347
Cnemathraupis eximia, Buthraupis eximia,895346
Bangsia aureocincta, Bangsia aureocincta,895345
Bangsia edwardsi, Bangsia edwardsi,895344
Bangsia rothschildi, Bangsia rothschildi,895343
Iridosornis reinhardti, Iridosornis reinhardti,895342
Iridosornis porphyrocephalus, Iridosornis porphyrocephalus,895340
Zavattariornis stresemanni, Zavattariornis stresemanni,894604
Pternistis ochropectus, Francolinus ochropectus,894196
Myrmotherula multostriata, Myrmotherula multostriata,893958
Myrmotherula pacifica, Myrmotherula pacifica,893949
Myrmotherula cherriei, Myrmotherula cherriei,893936
Myrmotherula assimilis, Myrmotherula assimilis,893785
Chasiempis sandwichensis, Chasiempis sandwichensis,893771
Euplectes afer, Euplectes afer,893455
Eos histrio, Eos histrio,893364
Acanthis cabaret, Acanthis cabaret,893125
Melanodera melanodera, Melanodera melanodera,892287
Leptasthenura platensis, Leptasthenura platensis,892286
Leptasthenura fuliginiceps, Leptasthenura fuliginiceps,892285
Lepidocolaptes falcinellus, Lepidocolaptes falcinellus,892284
Nomonyx dominicus, Nomonyx dominica,892281
Mimus dorsalis, Mimus dorsalis,892278
Nothura maculosa, Nothura maculosa,892276
Nothura darwinii, Nothura darwinii,892275
Syrigma sibilatrix, Syrigma sibilatrix,892218
Egretta caerulea, Egretta caerulea,892214
Xenopirostris damii, Xenopirostris damii,891681
Artamella viridis, Artamella viridis,891678
Tylas eduardi, Tylas eduardi,891675
Coccyzus americanus, Coccyzus americanus,891425
Piaya cayana, Piaya cayana,891422
Torgos tracheliotos, Torgos tracheliotos,891420
Coccyzus erythropthalmus, Coccyzus erythropthalmus,891417
Neophron percnopterus, Neophron percnopterus,891414
Aplonis tabuensis, Aplonis tabuensis,891275
Cinnyricinclus leucogaster, Cinnyricinclus leucogaster,891274
Lamprotornis chalybaeus, Lamprotornis chalybaeus,891259
Rhabdornis mystacalis, Rhabdornis mystacalis,891255
Orochelidon murina, Notiochelidon murina,890939
Chondestes grammacus, Chondestes grammacus,890355
Spermestes cucullata, Lonchura cucullata,890352
Quelea cardinalis, Quelea cardinalis,890345
Phyllastrephus cabanisi, Phyllastrephus cabanisi,889491
Phyllastrephus cerviniventris, Phyllastrephus cerviniventris,889487
Aceros nipalensis, Aceros nipalensis,889017
Anorrhinus tickelli, Anorrhinus tickelli,889005
Anorrhinus galeritus, Anorrhinus galeritus,889000
Anorrhinus austeni, Anorrhinus austeni,888996
Calidris alpina, Calidris alpina,887705
Larus fuscus, Larus fuscus,887701
Chroicocephalus novaehollandiae, Chroicocephalus novaehollandiae,887696
Larus marinus, Larus marinus,887691
Passerina versicolor, Passerina versicolor,887258
Passerina leclancherii, Passerina leclancherii,887253
Passerina ciris, Passerina ciris,887250
Xolmis velatus, Xolmis velatus,886242
Synallaxis frontalis, Synallaxis frontalis,886241
Myiornis auricularis, Myiornis auricularis,886240
Myiopagis gaimardii, Myiopagis gaimardii,886239
Myiopagis caniceps, Myiopagis caniceps,886238
Myiodynastes maculatus, Myiodynastes maculatus,886237
Poecilotriccus plumbeiceps, Poecilotriccus plumbeiceps,886235
Poecilotriccus latirostris, Poecilotriccus latirostris,886234
Synallaxis maranonica, Synallaxis maranonica,885469
Synallaxis macconnelli, Synallaxis macconnelli,885467
Synallaxis kollari, Synallaxis kollari,885465
Synallaxis hypospodia, Synallaxis hypospodia,885463
Mazaria propinqua, Synallaxis propinqua,885458
Synallaxis moesta, Synallaxis moesta,885456
Porzana carolina, Porzana carolina,885182
Tangara seledon, Tangara seledon,885163
Montifringilla ruficollis, Montifringilla ruficollis,885160
Polioptila dumicola, Polioptila dumicola,885158
Notopholia corusca, Notopholia corusca,885156
Euphonia chlorotica, Euphonia chlorotica,885153
Euplectes progne, Euplectes progne,885151
Emberizoides herbicola, Emberizoides herbicola,885148
Xenopsaris albinucha, Xenopsaris albinucha,885075
Conopophaga ardesiaca, Conopophaga ardesiaca,884909
Cormobates leucophaea, Cormobates leucophaeus,884906
Coracina novaehollandiae, Coracina novaehollandiae,884904
Cercotrichas coryphoeus, Cercotrichas coryphoeus,884746
Turdus naumanni, Turdus naumanni,884603
Nesospingus speculiferus, Nesospingus speculiferus,884090
Euneornis campestris, Euneornis campestris,884088
Loxipasser anoxanthus, Loxipasser anoxanthus,884086
Amytornis woodwardi, Amytornis woodwardi,883990
Amytornis dorotheae, Amytornis dorotheae,883987
Edolisoma dispar, Coracina dispar,883558
Edolisoma sula, Edolisoma sula,883557
Cyanograucalus azureus, Cyanograucalus azureus,883552
Coracina caesia, Coracina caesia,883549
Coracina cinerea, Coracina cinerea,883548
Coracina graueri, Coracina graueri,883547
Lalage newtoni, Coracina newtoni,883546
Edolisoma dohertyi, Coracina dohertyi,883544
Analisoma coerulescens, Coracina coerulescens,883543
Corvus hawaiiensis, Corvus hawaiiensis,883103
Buteo rufofuscus, Buteo rufofuscus,883027
Buteo auguralis, Buteo auguralis,883024
Cypseloides niger, Cypseloides niger,882703
Hydrochous gigas, Hydrochous gigas,882684
Malimbus rubricollis, Malimbus rubricollis,882174
Egretta tricolor, Egretta tricolor,881921
Cyphorhinus arada, Cyphorhinus arada,881734
Lipaugus unirufus, Lipaugus unirufus,881041
Lipaugus fuscocinereus, Lipaugus fuscocinereus,881039
Machaeropterus pyrocephalus, Machaeropterus pyrocephalus,881034
Anthus leucophrys, Anthus leucophrys,880398
Cinclosoma castanotum, Cinclosoma castanotum,879898
Cinclosoma ajax, Cinclosoma ajax,879895
Lanius nubicus, Lanius nubicus,879200
Neomorphus rufipennis, Neomorphus rufipennis,879002
Manacus candei, Manacus candei,878773
Dryobates albolarvatus, Picoides albolarvatus,878373
Cinclidium frontale, Cinclidium frontale,878312
Brachypteryx montana, Brachypteryx montana,878305
Cichladusa guttata, Cichladusa guttata,878300
Cercotrichas podobe, Cercotrichas podobe,878296
Anas nesiotis, Anas nesiotis,877771
Ptyonoprogne fuligula, Ptyonoprogne fuligula,877583
Pygochelidon cyanoleuca, Pygochelidon cyanoleuca,877579
Scytalopus femoralis, Scytalopus femoralis,877559
Scytalopus unicolor, Scytalopus unicolor,877554
Scytalopus latebricola, Scytalopus latebricola,877551
Falco subniger, Falco subniger,877345
Falco berigora, Falco berigora,877343
Falco novaeseelandiae, Falco novaeseelandiae,877341
Coracina welchmani, Coracina welchmani,877153
Edolisoma admiralitatis, Edolisoma admiralitatis,877150
Campochaera sloetii, Campochaera sloetii,877146
Campephaga petiti, Campephaga petiti,877141
Chersophilus duponti, Chersophilus duponti,876889
Dryobates dignus, Veniliornis dignus,876884
Dryobates chocoensis, Veniliornis chocoensis,876882
Dryobates fumigatus, Picoides fumigatus,876880
Dryobates frontalis, Veniliornis frontalis,876878
Piculus leucolaemus, Piculus leucolaemus,876874
Piculus flavigula, Piculus flavigula,876872
Dryobates kirkii, Veniliornis kirkii,876870
Pseudopodoces humilis, Pseudopodoces humilis,875992
Prunella modularis, Prunella modularis,875990
Icterus auricapillus, Icterus auricapillus,875836
Icterus abeillei, Icterus abeillei,875833
Oreocharis arfaki, Oreocharis arfaki,875031
Hylopezus ochroleucus, Hylopezus ochroleucus,874635
Eugralla paradoxa, Eugralla paradoxa,874631
Pheucticus aureoventris, Pheucticus aureoventris,874353
Polyerata rosenbergi, Amazilia rosenbergi,874279
Chionomesa lactea, Amazilia lactea,874278
Amazilis amazilia, Amazilia amazilia,874277
Aglaeactis pamela, Aglaeactis pamela,874276
Aethopyga nipalensis, Aethopyga nipalensis,874068
Aethopyga saturata, Aethopyga saturata,874066
Aeronautes andecolus, Aeronautes andecolus,874059
Aethopyga ignicauda, Aethopyga ignicauda,874057
Zenaida aurita, Zenaida aurita,873995
Zenaida auriculata, Zenaida auriculata,873990
Dryobates pubescens, Picoides pubescens,873958
Lophoceros nasutus, Tockus nasutus,873953
Phytotoma rutila, Phytotoma rutila,873521
Rhinocrypta lanceolata, Rhinocrypta lanceolata,873515
Carpodacus synoicus, Carpodacus synoicus,873486
Corvus violaceus, Corvus violaceus,872559
Corvus validus, Corvus validus,872556
Corvus typicus, Corvus typicus,872553
Corvus tristis, Corvus tristis,872550
Corvus unicolor, Corvus unicolor,872547
Corvus tasmanicus, Corvus tasmanicus,872542
Gallirallus rovianae, Gallirallus rovianae,872403
Gallirallus insignis, Gallirallus insignis,872399
Gallirallus wakensis, Gallirallus wakensis,872398
Gallirallus torquatus, Gallirallus torquatus,872394
Gallirallus calayanensis, Gallirallus calayanensis,872391
Gallirallus woodfordi, Nesoclopeus woodfordi,872389
Creurgops dentatus, Creurgops dentatus,872164
Isleria hauxwelli, Myrmotherula hauxwelli,872132
Hypocnemis cantator, Hypocnemis cantator,872130
Herpsilochmus rufimarginatus, Herpsilochmus rufimarginatus,872128
Formicivora grisea, Formicivora grisea,872125
Pseudopipra pipra, Pipra pipra,872123
Rhipidura albolimbata, Rhipidura albolimbata,871310
Montifringilla blanfordi, Pyrgilauda blanfordi,871308
Rhipidura aureola, Rhipidura aureola,871302
Rhipidura atra, Rhipidura atra,871297
Rhipidura diluta, Rhipidura diluta,871289
Rhipidura dahli, Rhipidura dahli,871288
Crypturellus undulatus, Crypturellus undulatus,870607
Cygnus buccinator, Cygnus buccinator,870606
Chordeiles minor, Chordeiles minor,870594
Anthus pratensis, Anthus pratensis,870543
Coeligena wilsoni, Coeligena wilsoni,869064
Coeligena violifer, Coeligena violifer,869063
Microchera cupreiceps, Elvira cupreiceps,869062
Iduna natalensis, Chloropeta natalensis,869011
Lanius collaris, Lanius collaris,869006
Cisticola cherina, Cisticola cherina,869003
Phylloscopus laetus, Phylloscopus laetus,869002
Burhinus grallarius, Burhinus grallarius,868643
Ardea pacifica, Ardea pacifica,868640
Nycticorax caledonicus, Nycticorax caledonicus,868633
Bambusicola fytchii, Bambusicola fytchii,867027
Ptilopachus petrosus, Ptilopachus petrosus,867023
Peliperdix lathami, Francolinus lathami,867018
Semioptera wallacii, Semioptera wallacii,866756
Acrocephalus astrolabii, Acrocephalus luscinius astrolabii,866365
Cettia brunnifrons, Cettia brunnifrons,865554
Arachnothera longirostra, Arachnothera longirostra,865549
Cincloramphus mathewsi, Cincloramphus mathewsi,865537
Erythrura hyperythra, Erythrura hyperythra,865479
Ploceus manyar, Ploceus manyar,865478
Ploceus philippinus, Ploceus philippinus,865477
Ploceus hypoxanthus, Ploceus hypoxanthus,865476
Lonchura punctulata, Lonchura punctulata,865474
Lonchura ferruginosa, Lonchura ferruginosa,865473
Lonchura leucogastroides, Lonchura leucogastroides,865472
Myiothlypis flaveola, Basileuterus flaveolus,865397
Fratercula arctica, Fratercula arctica,864865
Psittacula cyanocephala, Psittacula cyanocephala,864243
Psittacula roseata, Psittacula roseata,864238
Psittacula columboides, Psittacula columboides,864236
Elaenia mesoleuca, Elaenia mesoleuca,863640
Myrmotherula axillaris, Myrmotherula axillaris,863474
Leucopsar rothschildi, Leucopsar rothschildi,863246
Curruca boehmi, Sylvia boehmi,862901
Curruca communis, Sylvia communis,862895
Curruca buryi, Sylvia buryi,862891
Argya squamiceps, Argya squamiceps,861275
Harpactes whiteheadi, Harpactes whiteheadi,861101
Harpactes kasumba, Harpactes kasumba,861099
Harpactes wardi, Harpactes wardi,861097
Hemitriccus orbitatus, Hemitriccus orbitatus,860630
Herpsilochmus sellowi, Herpsilochmus sellowi,860605
Dryobates cassini, Veniliornis cassini,860564
Dryobates affinis, Veniliornis affinis,860562
Synallaxis albescens, Synallaxis albescens,860403
Hypocnemis hypoxantha, Hypocnemis hypoxantha,860394
Ampelioides tschudii, Ampelioides tschudii,860316
Carpodectes hopkei, Carpodectes hopkei,860313
Cephalopterus ornatus, Cephalopterus ornatus,860310
Chauna torquata, Chauna torquata,860132
Helmitheros vermivorum, Helmitheros vermivorum,860003
Myioborus brunniceps, Myioborus brunniceps,859999
Myioborus miniatus, Myioborus miniatus,859998
Pheugopedius mystacalis, Thryothorus mystacalis,859842
Thryophilus sinaloa, Thryothorus sinaloa,859841
Pheugopedius sclateri, Thryothorus sclateri,859836
Cantorchilus superciliaris, Cantorchilus superciliaris,859834
Ficedula subrubra, Ficedula subrubra,859520
Ficedula albicilla, Ficedula albicilla,859519
Ficedula strophiata, Ficedula strophiata,859518
Ficedula hyperythra, Ficedula hyperythra,859509
Criniger chloronotus, Criniger chloronotus,859170
Atimastillas flavicollis, Chlorocichla flavicollis,859167
Dolichonyx oryzivorus, Dolichonyx oryzivorus,858292
Amblycercus holosericeus, Amblycercus holosericeus,858282
Curaeus curaeus, Curaeus curaeus,858278
Rhea americana, Rhea americana,857864
Rhea pennata, Pterocnemia pennata,857860
Elaenia ruficeps, Elaenia ruficeps,857822
Pseudocalyptomena graueri, Pseudocalyptomena graueri,857821
Hydrornis oatesi, Hydrornis oatesi,857816
Hydrornis caeruleus, Hydrornis caerulea,857815
Erythropitta kochi, Erythropitta kochi,857814
Hydrornis soror, Hydrornis soror,857813
Eurylaimus javanicus, Eurylaimus javanicus,857812
Pitta iris, Pitta iris,857811
Corydon sumatranus, Corydon sumatranus,857810
Herpsilochmus dorsimaculatus, Herpsilochmus dorsimaculatus,857182
Herpsilochmus longirostris, Herpsilochmus longirostris,857180
Epinecrophylla leucophthalma, Epinecrophylla leucophthalma,857175
Epinecrophylla spodionota, Epinecrophylla spodionota,857173
Formicivora melanogaster, Formicivora melanogaster,857171
Herpsilochmus motacilloides, Herpsilochmus motacilloides,857169
Herpsilochmus parkeri, Herpsilochmus parkeri,857167
Schiffornis major, Schiffornis major,857135
Tityra cayana, Tityra cayana,857132
Rupicola peruvianus, Rupicola peruviana,857122
Netta peposaca, Netta peposaca,857019
Tadorna cana, Tadorna cana,857011
Certhia hodgsoni, Certhia hodgsoni,856525
Certhia himalayana, Certhia himalayana,856520
Certhia manipurensis, Certhia manipurensis,856515
Certhia discolor, Certhia discolor,856514
Certhia tianquanensis, Certhia tianquanensis,856513
Charadrius pecuarius, Charadrius pecuarius,856355
Elliotomyia viridicauda, Amazilia viridicauda,856120
Pseudonigrita arnaudi, Pseudonigrita arnaudi,856077
Alca torda, Alca torda,855485
Aethia pusilla, Aethia pusilla,855484
Aethia pygmaea, Aethia pygmaea,855482
Aethia cristatella, Aethia cristatella,855480
Calidris maritima, Calidris maritima,855479
Anas acuta, Anas acuta,855474
Larus canus, Larus canus,855472
Phaethon lepturus, Phaethon lepturus,855119
Pachyptila turtur, Pachyptila turtur,854633
Macronectes giganteus, Macronectes giganteus,854608
Zenaida meloda, Zenaida meloda,853670
Sicalis flaveola, Sicalis flaveola,853515
Phylloscopus griseolus, Phylloscopus griseolus,853511
Eremomela gregalis, Eremomela gregalis,853109
Bradypterus brunneus, Bradypterus brunneus,853104
Otus moheliensis, Otus moheliensis,851815
Otus mayottensis, Otus mayottensis,851814
Otus ireneae, Otus ireneae,851813
Otus insularis, Otus insularis,851812
Megascops koepckeae, Megascops koepckeae,851808
Otus capnodes, Otus capnodes,851805
Cyanocorax dickeyi, Cyanocorax dickeyi,851515
Cyanocorax cayanus, Cyanocorax cayanus,851510
Cyanocorax yucatanicus, Cyanocorax yucatanicus,851507
Brotogeris pyrrhoptera, Brotogeris pyrrhoptera,851024
Ara chloropterus, Ara chloropterus,851015
Ara macao, Ara macao,851014
Aratinga solstitialis, Aratinga solstitialis,851008
Urolais epichlorus, Urolais epichlorus,850807
Pachycephala nudigula, Pachycephala nudigula,849630
Pachycephala lorentzi, Pachycephala lorentzi,849598
Tetraogallus himalayensis, Tetraogallus himalayensis,849558
Tympanuchus pallidicinctus, Tympanuchus pallidicinctus,849533
Ephippiorhynchus asiaticus, Ephippiorhynchus asiaticus,848607
Mycteria cinerea, Mycteria cinerea,848606
Mycteria leucocephala, Mycteria leucocephala,848605
Ephippiorhynchus senegalensis, Ephippiorhynchus senegalensis,848594
Plegadis falcinellus, Plegadis falcinellus,848593
Andigena laminirostris, Andigena laminirostris,848382
Agropsar sturninus, Sturnus sturninus,848366
Acridotheres melanopterus, Acridotheres melanopterus,848365
Sturnia erythropygia, Sturnia erythropygia,848364
Acridotheres burmannicus, Sturnus burmannicus,848363
Gallinago media, Gallinago media,848007
Brotogeris tirica, Brotogeris tirica,847706
Brotogeris cyanoptera, Brotogeris cyanoptera,847705
Siphonorhis brewsteri, Siphonorhis brewsteri,847145
Nyctiphrynus yucatanicus, Nyctiphrynus yucatanicus,847136
Eurostopodus argus, Eurostopodus argus,847125
Nyctiphrynus rosenbergi, Nyctiphrynus rosenbergi,847118
Emberiza cia, Emberiza cia,846944
Emberiza chrysophrys, Emberiza chrysophrys,846941
Emberiza cabanisi, Emberiza cabanisi,846938
Emberiza buchanani, Emberiza buchanani,846937
Terpsiphone atrocaudata, Terpsiphone atrocaudata,846276
Columbina inca, Columbina inca,846250
Turdus ludoviciae, Turdus ludoviciae,845767
Alcippe brunneicauda, Alcippe brunneicauda,845580
Schoeniparus cinereus, Alcippe cinerea,845576
Pterodroma cookii, Pterodroma cookii,845415
Pterodroma axillaris, Pterodroma axillaris,845409
Pterodroma cahow, Pterodroma cahow,845408
Procellaria aequinoctialis, Procellaria aequinoctialis,845406
Emberiza cirlus, Emberiza cirlus,845178
Thalassarche bulleri, Thalassarche bulleri,844475
Sturnia pagodarum, Sturnia pagodarum,844099
Sturnia malabarica, Sturnia malabarica,844094
Pastor roseus, Sturnus roseus,844091
Agropsar philippensis, Sturnus philippensis,844089
Gracupica contra, Sturnus contra,844085
Promerops cafer, Promerops cafer,843515
Ptilorrhoa caerulescens, Ptilorrhoa caerulescens,843511
Ptiliogonys cinereus, Ptilogonys cinereus,843507
Phodilus badius, Phodilus badius,842854
Arachnothera magna, Arachnothera magna,842501
Arachnothera robusta, Arachnothera robusta,842500
Dicaeum aureolimbatum, Dicaeum aureolimbatum,842497
Lalage maculosa, Lalage maculosa,842491
Motacilla citreola, Motacilla citreola,842438
Chrysococcyx lucidus, Chalcites lucidus,842348
Corythaeola cristata, Corythaeola cristata,842345
Corythaixoides concolor, Corythaixoides concolor,842342
Hartlaubius auratus, Hartlaubius auratus,841165
Scytalopus superciliaris, Scytalopus superciliaris,840823
Scytalopus stilesi, Scytalopus stilesi,840822
Scytalopus fuscus, Scytalopus fuscus,840818
Scytalopus latrans, Scytalopus latrans,840817
Riparia diluta, Riparia diluta,840532
Dumetia atriceps, Rhopocichla atriceps,840093
Aphelocoma wollweberi, Aphelocoma wollweberi,840089
Hypocryptadius cinnamomeus, Hypocryptadius cinnamomeus,840030
Heleia goodfellowi, Lophozosterops goodfellowi,840028
Heleia superciliaris, Lophozosterops superciliaris,840026
Heleia squamiceps, Lophozosterops squamiceps,840024
Galerida malabarica, Galerida malabarica,839851
Philepitta castanea, Philepitta castanea,839554
Picumnus cirratus, Picumnus cirratus,839547
Aphelocephala nigricincta, Aphelocephala nigricincta,839544
Calamanthus campestris, Calamanthus campestris,839541
Amytornis purnelli, Amytornis purnelli,839538
Amytornis textilis, Amytornis textilis,839535
Amytornis barbatus, Amytornis barbatus,839532
Amytornis goyderi, Amytornis goyderi,839529
Amytornis ballarae, Amytornis ballarae,839514
Megaceryle alcyon, Megaceryle alcyon,839181
Lampropsar tanagrinus, Lampropsar tanagrinus,839106
Icterus cayanensis, Icterus cayanensis,839103
Gnorimopsar chopi, Gnorimopsar chopi,839100
Euphagus carolinus, Euphagus carolinus,839098
Saltatricula multicolor, Saltatricula multicolor,838937
Asthenes wyatti, Asthenes wyatti,838825
Asthenes pudibunda, Asthenes pudibunda,838820
Asthenes ottonis, Asthenes ottonis,838819
Asthenes flammulata, Asthenes flammulata,838818
Colaptes auricularis, Colaptes auricularis,838429
Colaptes fernandinae, Colaptes fernandinae,838427
Alcedo semitorquata, Alcedo semitorquata,838175
Ceyx websteri, Alcedo websteri,838174
Alcedo euryzona, Alcedo euryzona,838173
Alcedo hercules, Alcedo hercules,838172
Alcedo meninting, Alcedo meninting,838168
Ceyx pusillus, Alcedo pusilla,838167
Ceyx argentatus, Alcedo argentata,838166
Ceyx cyanopectus, Alcedo cyanopectus,838161
Pterocles exustus, Pterocles exustus,837657
Trigonoceps occipitalis, Trigonoceps occipitalis,837582
Polyboroides radiatus, Polyboroides radiatus,837578
Megapodius freycinet, Megapodius freycinet,837568
Pyrrhula erythaca, Pyrrhula erythaca,836535
Anthracoceros malayanus, Anthracoceros malayanus,836534
Tockus deckeni, Tockus deckeni,836533
Lophoceros alboterminatus, Tockus alboterminatus,836532
Centronyx bairdii, Centronyx bairdii,836182
Pseudoseisura unirufa, Pseudoseisura unirufa,835377
Asthenes vilcabambae, Asthenes vilcabambae,835367
Pachyramphus homochrous, Pachyramphus homochrous,835171
Pachyramphus cinnamomeus, Pachyramphus cinnamomeus,835170
Pachyramphus albogriseus, Pachyramphus albogriseus,835168
Pachyramphus spodiurus, Pachyramphus spodiurus,835167
Pachyramphus rufus, Pachyramphus rufus,835166
Pachyramphus minor, Pachyramphus minor,835165
Pachyramphus major, Pachyramphus major,835164
Pachyramphus validus, Pachyramphus validus,835163
Pachyramphus surinamus, Pachyramphus surinamus,835162
Myiarchus stolidus, Myiarchus stolidus,835033
Myiarchus yucatanensis, Myiarchus yucatanensis,835031
Myiarchus semirufus, Myiarchus semirufus,835029
Myiarchus crinitus, Myiarchus crinitus,835027
Myiarchus venezuelensis, Myiarchus venezuelensis,835025
Coracina caeruleogrisea, Coracina caeruleogrisea,833379
Coracina caledonica, Coracina caledonica,833378
Coracina atriceps, Coracina atriceps,833377
Coracina schistacea, Coracina schistacea,833376
Coracina macei, Coracina macei,833375
Coracina larvata, Coracina larvata,833374
Coracina maxima, Coracina maxima,833373
Urosphena neumanni, Hemitesia neumanni,833233
Aythya valisineria, Aythya valisineria,832938
Eleoscytalopus indigoticus, Eleoscytalopus indigoticus,832763
Hypsipetes borbonicus, Hypsipetes borbonicus,832756
Pharomachrus mocinno, Pharomachrus mocinno,832746
Leucogeranus leucogeranus, Grus leucogeranus,832271
Grus monacha, Grus monacha,832269
Synallaxis albigularis, Synallaxis albigularis,832259
Premnornis guttuliger, Premnornis guttuligera,831400
