TAXON_ORDER	CATEGORY	SPECIES_CODE	PRIMARY_COM_NAME	SCI_NAME	ORDER1	FAMILY	SPECIES_GROUP	REPORT_AS	ottid	parent_ottid	name	rank	source	uniqname	flags	match_type
6969	issf	grecor3	Great Cormorant (Eurasian)	Phalacrocorax carbo sinensis/hanedae	Suliformes	Phalacrocoracidae (Cormorants and Shags)		grecor	-	-	-	-	-	-	-	unmatched
6972	issf	grecor5	Great Cormorant (Moroccan)	Phalacrocorax carbo maroccanus	Suliformes	Phalacrocoracidae (Cormorants and Shags)		grecor	-	-	-	-	-	-	-	unmatched
6973	issf	grecor4	Great Cormorant (White-breasted)	Phalacrocorax carbo lucidus	Suliformes	Phalacrocoracidae (Cormorants and Shags)		grecor	3600657	322277	Phalacrocorax lucidus	species	ncbi:1522885,gbif:6066527			synonym_match
6974	species	japcor1	Japanese Cormorant	Phalacrocorax capillatus	Suliformes	Phalacrocoracidae (Cormorants and Shags)			9835	322277	Phalacrocorax capillatus	species	ncbi:146617,worms:343940,gbif:2481886,irmng:10425367			canonical_match
6975	slash	y01020	Great/Japanese Cormorant	Phalacrocorax carbo/capillatus	Suliformes	Phalacrocoracidae (Cormorants and Shags)			-	-	-	-	-	-	-	unmatched
6976	species	capcor1	Cape Cormorant	Phalacrocorax capensis	Suliformes	Phalacrocoracidae (Cormorants and Shags)			9836	322277	Phalacrocorax capensis	species	ncbi:146614,worms:212702,gbif:2481899,irmng:10584093			canonical_match
6977	species	bancor1	Bank Cormorant	Phalacrocorax neglectus	Suliformes	Phalacrocoracidae (Cormorants and Shags)			31575	322277	Phalacrocorax neglectus	species	ncbi:732177,worms:343947,gbif:2481873,irmng:11168317			canonical_match
6978	species	soccor1	Socotra Cormorant	Phalacrocorax nigrogularis	Suliformes	Phalacrocoracidae (Cormorants and Shags)			780772	322277	Phalacrocorax nigrogularis	species	ncbi:170405,worms:212703,gbif:2481894,irmng:11170208			canonical_match
6979	species	indcor1	Indian Cormorant	Phalacrocorax fuscicollis	Suliformes	Phalacrocoracidae (Cormorants and Shags)			3600658	322277	Phalacrocorax fuscicollis	species	ncbi:2488669,worms:343945,gbif:2481889,irmng:11272213			canonical_match
6980	slash	y00770	Little/Indian Cormorant	Microcarbo niger/Phalacrocorax fuscicollis	Suliformes	Phalacrocoracidae (Cormorants and Shags)			-	-	-	-	-	-	-	unmatched
6981	species	sposha1	Spotted Shag	Phalacrocorax punctatus	Suliformes	Phalacrocoracidae (Cormorants and Shags)			480891	322277	Phalacrocorax punctatus	species	ncbi:146624,worms:225972,gbif:4848937,irmng:10194886,irmng:10739752			canonical_match
6984	species	piisha1	Pitt Island Shag	Phalacrocorax featherstoni	Suliformes	Phalacrocoracidae (Cormorants and Shags)			480886	322277	Phalacrocorax featherstoni	species	ncbi:146622,worms:225998,gbif:2481885,irmng:10890658			canonical_match
6985	species	libcor1	Little Black Cormorant	Phalacrocorax sulcirostris	Suliformes	Phalacrocoracidae (Cormorants and Shags)			443642	322277	Phalacrocorax sulcirostris	species	ncbi:9210,worms:343955,gbif:2481895,irmng:10994387			canonical_match
6986	species	piecor1	Pied Cormorant	Phalacrocorax varius	Suliformes	Phalacrocoracidae (Cormorants and Shags)			701202	322277	Phalacrocorax varius	species	ncbi:146621,worms:225940,gbif:2481860,irmng:10194887			canonical_match
6989	species	blfcor1	Black-faced Cormorant	Phalacrocorax fuscescens	Suliformes	Phalacrocoracidae (Cormorants and Shags)			939761	322277	Phalacrocorax fuscescens	species	ncbi:137255,worms:343944,gbif:2481867,irmng:10190997			canonical_match
6990	species	eursha1	European Shag	Phalacrocorax aristotelis	Suliformes	Phalacrocoracidae (Cormorants and Shags)			1021952	3604988	Gulosus aristotelis	species	ncbi:126867,worms:137178,gbif:2481861,irmng:10192841			synonym_match
6991	issf	eursha2	European Shag (Atlantic)	Phalacrocorax aristotelis aristotelis	Suliformes	Phalacrocoracidae (Cormorants and Shags)		eursha1	5560498	1021952	Gulosus aristotelis aristotelis	subspecies	ncbi:1471835		infraspecific	synonym_match
6992	issf	eursha3	European Shag (Mediterranean)	Phalacrocorax aristotelis desmarestii	Suliformes	Phalacrocoracidae (Cormorants and Shags)		eursha1	-	-	-	-	-	-	-	unmatched
6993	issf	eursha4	European Shag (Moroccan)	Phalacrocorax aristotelis riggenbachi	Suliformes	Phalacrocoracidae (Cormorants and Shags)		eursha1	-	-	-	-	-	-	-	unmatched
6994	slash	y00769	Great Cormorant/European Shag	Phalacrocorax carbo/aristotelis	Suliformes	Phalacrocoracidae (Cormorants and Shags)			-	-	-	-	-	-	-	unmatched
6995	species	flicor1	Flightless Cormorant	Phalacrocorax harrisi	Suliformes	Phalacrocoracidae (Cormorants and Shags)			409434	5852505	Nannopterum harrisi	species	ncbi:473964,worms:343946,gbif:2481900,irmng:10216392			synonym_match
6996	species	neocor	Neotropic Cormorant	Phalacrocorax brasilianus	Suliformes	Phalacrocoracidae (Cormorants and Shags)			109023	5852505	Nannopterum brasilianus	species	ncbi:37046,worms:343939,gbif:9399113,irmng:10217618,irmng:11057672			synonym_match
6999	species	doccor	Double-crested Cormorant	Phalacrocorax auritus	Suliformes	Phalacrocoracidae (Cormorants and Shags)			170200	5852505	Nannopterum auritus	species	ncbi:56069,worms:159059,gbif:2481875,irmng:10190430			synonym_match
7004	slash	y00694	Great/Double-crested Cormorant	Phalacrocorax carbo/auritus	Suliformes	Phalacrocoracidae (Cormorants and Shags)			-	-	-	-	-	-	-	unmatched
7005	hybrid	x00783	Neotropic x Double-crested Cormorant (hybrid)	Phalacrocorax brasilianus x auritus	Suliformes	Phalacrocoracidae (Cormorants and Shags)			-	-	-	-	-	-	-	unmatched
7006	slash	y00833	Neotropic/Double-crested Cormorant	Phalacrocorax brasilianus/auritus	Suliformes	Phalacrocoracidae (Cormorants and Shags)			-	-	-	-	-	-	-	unmatched
7007	species	magcor1	Magellanic Cormorant	Phalacrocorax magellanicus	Suliformes	Phalacrocoracidae (Cormorants and Shags)			323108	3600667	Leucocarbo magellanicus	species	ncbi:146620,worms:225945,gbif:2481856,irmng:10798454			synonym_match
7008	species	guacor1	Guanay Cormorant	Phalacrocorax bougainvillii	Suliformes	Phalacrocoracidae (Cormorants and Shags)			9834	3600667	Leucocarbo bougainvillii	species	ncbi:146616,worms:343938,gbif:2481884,irmng:11035289			synonym_match
7009	species	boisha1	Bounty Islands Shag	Phalacrocorax ranfurlyi	Suliformes	Phalacrocoracidae (Cormorants and Shags)			31566	3600667	Leucocarbo ranfurlyi	species	ncbi:732179,worms:343954,gbif:4848928,irmng:10460887,irmng:11444082			synonym_match
7010	species	rofsha1	New Zealand King Shag	Phalacrocorax carunculatus	Suliformes	Phalacrocoracidae (Cormorants and Shags)			3600684	3600667	Leucocarbo carunculatus	species	ncbi:1522878,worms:225993,gbif:4848924,irmng:10442841,irmng:10456105			synonym_match
7011	species	brosha1	Stewart Island Shag	Phalacrocorax chalconotus	Suliformes	Phalacrocoracidae (Cormorants and Shags)			480890	3600667	Leucocarbo chalconotus	species	ncbi:146625,worms:343941,gbif:5789268,irmng:10216391			synonym_match
7012	issf	stisha1	Stewart Island Shag (Otago)	Phalacrocorax chalconotus chalconotus	Suliformes	Phalacrocoracidae (Cormorants and Shags)		brosha1	-	-	-	-	-	-	-	unmatched
7013	issf	stisha2	Stewart Island Shag (Foveaux)	Phalacrocorax chalconotus stewarti	Suliformes	Phalacrocoracidae (Cormorants and Shags)		brosha1	-	-	-	-	-	-	-	unmatched
7014	species	chisha1	Chatham Islands Shag	Phalacrocorax onslowi	Suliformes	Phalacrocoracidae (Cormorants and Shags)			9837	3600667	Leucocarbo onslowi	species	ncbi:146615,worms:343949,gbif:4848926,irmng:11432240,irmng:10443128			synonym_match
7015	species	auisha1	Auckland Islands Shag	Phalacrocorax colensoi	Suliformes	Phalacrocoracidae (Cormorants and Shags)			31563	3600667	Leucocarbo colensoi	species	ncbi:732178,gbif:4848923,irmng:11427210,irmng:10443126			synonym_match
7016	species	caisha2	Campbell Islands Shag	Phalacrocorax campbelli	Suliformes	Phalacrocoracidae (Cormorants and Shags)			9831	3600667	Leucocarbo campbelli	species	ncbi:146613,gbif:4848925,irmng:11266741,irmng:10438862			synonym_match
7017	species	sogsha1	South Georgia Shag	Phalacrocorax georgianus	Suliformes	Phalacrocoracidae (Cormorants and Shags)			221814	3600667	Leucocarbo georgianus	species	ncbi:732180,irmng:10664623			synonym_match
7018	species	impcor1	Imperial Cormorant	Phalacrocorax atriceps	Suliformes	Phalacrocoracidae (Cormorants and Shags)			446659	3600667	Leucocarbo atriceps	species	ncbi:555309,gbif:4848927,irmng:11138363,irmng:11432441			synonym_match
7021	form	impcor2	Imperial Cormorant (Blue-eyed)	Phalacrocorax atriceps (Blue-eyed)	Suliformes	Phalacrocoracidae (Cormorants and Shags)		impcor1	-	-	-	-	-	-	-	unmatched
7022	form	impcor3	Imperial Cormorant (King)	Phalacrocorax atriceps (King)	Suliformes	Phalacrocoracidae (Cormorants and Shags)		impcor1	-	-	-	-	-	-	-	unmatched
7023	species	antsha1	Antarctic Shag	Phalacrocorax bransfieldensis	Suliformes	Phalacrocoracidae (Cormorants and Shags)			401967	3600667	Leucocarbo bransfieldensis	species	ncbi:732181,irmng:11164885			synonym_match
7024	species	crosha1	Crozet Shag	Phalacrocorax melanogenis	Suliformes	Phalacrocoracidae (Cormorants and Shags)			3600651	3600667	Leucocarbo melanogenis	species	ncbi:1522879,gbif:6095258			synonym_match
7025	species	kersha1	Kerguelen Shag	Phalacrocorax verrucosus	Suliformes	Phalacrocoracidae (Cormorants and Shags)			3600687	3600667	Leucocarbo verrucosus	species	ncbi:1522882,worms:343957,gbif:6066497,irmng:10456104			synonym_match
7026	species	heisha1	Heard Island Shag	Phalacrocorax nivalis	Suliformes	Phalacrocoracidae (Cormorants and Shags)			3600650	3600667	Leucocarbo nivalis	species	ncbi:1522881,gbif:6095257			synonym_match
7027	species	macsha1	Macquarie Shag	Phalacrocorax purpurascens	Suliformes	Phalacrocoracidae (Cormorants and Shags)			9839	3600667	Leucocarbo purpurascens	species	ncbi:146619,gbif:5844188			synonym_match
7028	spuh	cormor1	cormorant sp.	Phalacrocoracidae sp.	Suliformes	Phalacrocoracidae (Cormorants and Shags)			-	-	-	-	-	-	-	unmatched
7029	species	amwpel	American White Pelican	Pelecanus erythrorhynchos	Pelecaniformes	Pelecanidae (Pelicans)	Pelicans		316989	316994	Pelecanus erythrorhynchos	species	ncbi:33618,worms:159058,irmng:10195478			canonical_match
7030	species	brnpel	Brown Pelican	Pelecanus occidentalis	Pelecaniformes	Pelecanidae (Pelicans)			329999	316994	Pelecanus occidentalis	species	ncbi:37043,worms:343935,irmng:10195479			canonical_match
7031	issf	brnpel2	Brown Pelican (Atlantic)	Pelecanus occidentalis carolinensis	Pelecaniformes	Pelecanidae (Pelicans)		brnpel	901992	329999	Pelecanus occidentalis carolinensis	subspecies	ncbi:1243781		infraspecific	canonical_match
7032	issf	brnpel3	Brown Pelican (California)	Pelecanus occidentalis californicus	Pelecaniformes	Pelecanidae (Pelicans)		brnpel	901990	329999	Pelecanus occidentalis californicus	subspecies	ncbi:1243780		infraspecific	canonical_match
7033	issf	brnpel1	Brown Pelican (Southern)	Pelecanus occidentalis occidentalis/murphyi	Pelecaniformes	Pelecanidae (Pelicans)		brnpel	-	-	-	-	-	-	-	unmatched
7036	issf	brnpel4	Brown Pelican (Galapagos)	Pelecanus occidentalis urinator	Pelecaniformes	Pelecanidae (Pelicans)		brnpel	-	-	-	-	-	-	-	unmatched
7037	species	perpel1	Peruvian Pelican	Pelecanus thagus	Pelecaniformes	Pelecanidae (Pelicans)			613206	316994	Pelecanus thagus	species	ncbi:1108811,irmng:11097426			canonical_match
7038	species	grwpel1	Great White Pelican	Pelecanus onocrotalus	Pelecaniformes	Pelecanidae (Pelicans)			427899	316994	Pelecanus onocrotalus	species	ncbi:36301,worms:137176,irmng:11074317			canonical_match
7039	species	auspel1	Australian Pelican	Pelecanus conspicillatus	Pelecaniformes	Pelecanidae (Pelicans)			986358	316994	Pelecanus conspicillatus	species	ncbi:317791,worms:343934,irmng:11160614			canonical_match
7040	species	pibpel1	Pink-backed Pelican	Pelecanus rufescens	Pelecaniformes	Pelecanidae (Pelicans)			901986	316994	Pelecanus rufescens	species	ncbi:1243782,worms:212726,irmng:10453646			canonical_match
7041	species	spbpel1	Spot-billed Pelican	Pelecanus philippensis	Pelecaniformes	Pelecanidae (Pelicans)			438402	316994	Pelecanus philippensis	species	ncbi:459765,worms:343936,irmng:11234386			canonical_match
7042	species	dalpel1	Dalmatian Pelican	Pelecanus crispus	Pelecaniformes	Pelecanidae (Pelicans)			427900	316994	Pelecanus crispus	species	ncbi:36300,worms:137175,irmng:11203899			canonical_match
7043	hybrid	x00842	Great White x Dalmatian Pelican (hybrid)	Pelecanus onocrotalus x crispus	Pelecaniformes	Pelecanidae (Pelicans)			-	-	-	-	-	-	-	unmatched
7044	spuh	pelica1	pelican sp.	Pelecanus sp.	Pelecaniformes	Pelecanidae (Pelicans)			-	-	-	-	-	-	-	unmatched
7045	species	shoebi1	Shoebill	Balaeniceps rex	Pelecaniformes	Balaenicipitidae (Shoebill)	Shoebill and Hammerkop		464697	597797	Balaeniceps rex	species	ncbi:33584,gbif:2480347,irmng:11279235			canonical_match
7046	species	hamerk1	Hamerkop	Scopus umbretta	Pelecaniformes	Scopidae (Hamerkop)			464704	464703	Scopus umbretta	species	ncbi:33581,gbif:5229154,irmng:11160869			canonical_match
7049	species	pinbit1	Pinnated Bittern	Botaurus pinnatus	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	994340	729489	Botaurus pinnatus	species	ncbi:555231,worms:422577,gbif:2480913,irmng:11291474			canonical_match
7052	species	amebit	American Bittern	Botaurus lentiginosus	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	729491	729489	Botaurus lentiginosus	species	ncbi:110661,worms:159839,gbif:2480911,irmng:11168921			canonical_match
7053	species	grebit1	Great Bittern	Botaurus stellaris	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	273438	729489	Botaurus stellaris	species	ncbi:188376,worms:345750,gbif:2480910,irmng:10856781			canonical_match
7056	species	ausbit1	Australasian Bittern	Botaurus poiciloptilus	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	3596765	729489	Botaurus poiciloptilus	species	ncbi:2497796,gbif:2480912,irmng:10196482			canonical_match
7057	species	zigher1	Zigzag Heron	Zebrilus undulatus	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	307214	740210	Zebrilus undulatus	species	ncbi:110696,gbif:5229211,irmng:10191120			canonical_match
7058	species	yelbit	Yellow Bittern	Ixobrychus sinensis	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	105531	892224	Ixobrychus sinensis	species	ncbi:188382,gbif:2480848,irmng:10422637			canonical_match
7059	species	litbit1	Little Bittern	Ixobrychus minutus	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	145222	892224	Ixobrychus minutus	species	ncbi:498209,worms:212660,gbif:2480850,irmng:11232703			canonical_match
7060	issf	litbit2	Little Bittern (Little)	Ixobrychus minutus minutus	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	-	-	-	-	-	-	-	unmatched
7061	issf	litbit3	Little Bittern (African)	Ixobrychus minutus payesii	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	-	-	-	-	-	-	-	unmatched
7062	issf	litbit4	Little Bittern (Malagasy)	Ixobrychus minutus podiceps	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	-	-	-	-	-	-	-	unmatched
7063	species	bkbbit1	Black-backed Bittern	Ixobrychus dubius	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	3596763	892224	Ixobrychus dubius	species	gbif:5789308			canonical_match
7064	species	nezbit1	New Zealand Bittern	Ixobrychus novaezelandiae	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	3596761	892224	Ixobrychus novaezelandiae	species	worms:225909,gbif:2480846,irmng:10840874			canonical_match
7065	species	schbit1	Schrenck's Bittern	Ixobrychus eurhythmus	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	208441	892224	Ixobrychus eurhythmus	species	ncbi:670346,gbif:2480847,irmng:10196481			canonical_match
7066	species	cinbit1	Cinnamon Bittern	Ixobrychus cinnamomeus	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	105533	892224	Ixobrychus cinnamomeus	species	ncbi:188380,gbif:2480849,irmng:10762614			canonical_match
7067	slash	y01116	Schrenck's/Cinnamon Bittern	Ixobrychus eurhythmus/cinnamomeus	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	-	-	-	-	-	-	-	unmatched
7068	species	dwabit1	Dwarf Bittern	Ixobrychus sturmii	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	153253	892224	Ixobrychus sturmii	species	ncbi:1002791,gbif:2480845,irmng:10993300			canonical_match
7069	species	blabit1	Black Bittern	Ixobrychus flavicollis	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	928976	353612	Dupetor flavicollis	species	ncbi:592150,gbif:2480871,irmng:10191121,irmng:10896441			synonym_match
7073	species	leabit	Least Bittern	Ixobrychus exilis	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	213188	892224	Ixobrychus exilis	species	ncbi:110685,worms:159119,gbif:2480852,irmng:10834590			canonical_match
7079	species	stbbit1	Stripe-backed Bittern	Ixobrychus involucris	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	317734	892224	Ixobrychus involucris	species	ncbi:555266,gbif:2480851,irmng:10796342			canonical_match
7080	spuh	smabit1	small bittern sp.	Ixobrychus sp.	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	-	-	-	-	-	-	-	unmatched
7081	species	ruther1	Rufescent Tiger-Heron	Tigrisoma lineatum	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	740211	307211	Tigrisoma lineatum	species	ncbi:110694,worms:422578,gbif:2480869,irmng:10910114			canonical_match
7084	species	father1	Fasciated Tiger-Heron	Tigrisoma fasciatum	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	784693	307211	Tigrisoma fasciatum	species	ncbi:488314,gbif:2480868,irmng:10663187			canonical_match
7088	species	btther1	Bare-throated Tiger-Heron	Tigrisoma mexicanum	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	3596764	307211	Tigrisoma mexicanum	species	worms:422579,gbif:2480867,irmng:10191119			canonical_match
7089	spuh	tiger-1	tiger-heron sp.	Tigrisoma sp.	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	-	-	-	-	-	-	-	unmatched
7090	species	forbit1	Forest Bittern	Zonerodius heliosylus	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	3596785	3596786	Zonerodius heliosylus	species	gbif:2480917,irmng:10196214			canonical_match
7091	species	whcbit1	White-crested Bittern	Tigriornis leucolopha	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	3596788	3596789	Tigriornis leucolopha	species	gbif:5789312,irmng:10840562			canonical_match
7092	species	grbher3	Great Blue Heron	Ardea herodias	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	744564	860130	Ardea herodias	species	ncbi:56072,worms:159382,gbif:9630752,irmng:10192848			canonical_match
7093	issf	grbher	Great Blue Heron (Blue form)	Ardea herodias [herodias Group]	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	-	-	-	-	-	-	-	unmatched
7098	issf	grwher	Great Blue Heron (White form)	Ardea herodias occidentalis	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	-	-	-	-	-	-	-	unmatched
7099	form	wurher	Great Blue Heron (Wurdemann's)	Ardea herodias (Wurdemann's)	Pelecaniformes	"Ardeidae (Herons	Egrets	and Bitterns)"	-	-	-	-	-	-	-	unmatched
