384573	Megalaima_asiatica,ot_870	Megalaima_asiatica,pg_2913	Megalaima_asiatica,ot_409	Megalaima_asiatica,ot_409	Piciformes_Megalaimidae_Megalaima_asiatica,ot_521	Megalaima_asiatica,ot_809	Megalaima_asiatica,ot_809	Megalaima_asiatica,ot_429	Megalaima_asiatica,ot_427	Megalaima_asiatica,ot_427
909900	Megalaima_chrysopogon,ot_870	Megalaima_chrysopogon,ot_409	Megalaima_chrysopogon,ot_409	Piciformes_Megalaimidae_Megalaima_chrysopogon,ot_521	Megalaima_chrysopogon_chrysopogon,ot_150	Megalaima_chrysopogon,ot_809	Megalaima_chrysopogon,ot_809	Megalaima_chrysopogon,ot_429	Megalaima_chrysopogon,ot_500	Megalaima_chrysopogon,ot_500	Megalaima_chrysopogon,ot_500	Megalaima_chrysopogon,ot_500	Megalaima_chrysopogon,ot_500	Megalaima_chrysopogon,ot_500	Megalaima_chrysopogon,ot_500	Megalaima_chrysopogon,ot_500
738749	Megalaima_franklinii,ot_870	Megalaima_franklinii,pg_2913	Megalaima_franklinii,ot_409	Megalaima_franklinii,ot_409	Piciformes_Megalaimidae_Megalaima_franklinii,ot_521	Megalaima_franklinii,ot_156	Megalaima_franklinii,ot_159	Megalaima_franklinii,ot_809	Megalaima_franklinii,ot_809	Megalaima_franklinii,ot_429
487313	Tauraco_persa_zenkeri,ot_129
3600772	Tauraco_livingstoni,ot_129
173080	Dromococcyx,ot_121
626891	Tapera,ot_121
212185	Geococcyx,ot_121	Geococcyx,pg_420	Geococcyx,ot_428	Geococcyx,ot_427	Geococcyx,ot_534	Geococcyx,ot_534	Geococcyx,ot_534	Geococcyx,ot_534	Geococcyx,ot_534	Geococcyx,ot_534	Geococcyx,ot_534	Geococcyx,ot_534	Geococcyx,ot_534	Geococcyx,ot_534	Geococcyx,ot_534	Geococcyx,ot_534	Geococcyx,ot_534	Geococcyx,ot_534	Geococcyx,ot_534	Geococcyx,ot_534	Geococcyx,ot_534
780441	Neomorphus,ot_121
3603841	Morococcyx,ot_121
119224	Guira,ot_121	Guira,ot_117
1041422	Crotophaga,ot_121	Crotophaga,pg_420	Crotophaga,ot_428	Crotophaga,ot_534	Crotophaga,ot_534	Crotophaga,ot_534	Crotophaga,ot_534	Crotophaga,ot_534	Crotophaga,ot_534	Crotophaga,ot_534	Crotophaga,ot_534	Crotophaga,ot_534	Crotophaga,ot_534	Crotophaga,ot_534	Crotophaga,ot_534	Crotophaga,ot_534	Crotophaga,ot_534	Crotophaga,ot_534	Crotophaga,ot_534	Crotophaga,ot_534
119221	Scythrops,ot_121	Scythrops,ot_427
212181	Urodynamis,ot_121	Eudynamys,ot_121	Eudynamys,ot_427
792622	Chrysococcyx,ot_121	Chrysococcyx,ot_427
780423	Cercococcyx,ot_121
494373	Surniculus,ot_121
1041429	Cuculus,ot_121	Cuculus,ot_117	Cuculus,ot_290	Cuculus,pg_420	Cuculus,ot_428	Cuculus_Coccyzus,ot_534	Cuculus_Coccyzus,ot_534	Cuculus_Coccyzus,ot_534	Cuculus_Coccyzus,ot_534	Cuculus_Coccyzus,ot_534	Cuculus_Coccyzus,ot_534	Cuculus_Coccyzus,ot_534	Cuculus_Coccyzus,ot_534	Cuculus_Coccyzus,ot_534	Cuculus_Coccyzus,ot_534	Cuculus_Coccyzus,ot_534	Cuculus_Coccyzus,ot_534	Cuculus_Coccyzus,ot_534	Cuculus_Coccyzus,ot_534	Cuculus_Coccyzus,ot_534	Cuculus_Coccyzus,ot_534	Cuculus_Coccyzus,ot_534
589929	Hierococcyx,ot_121
792625	Cacomantis,ot_121	Cacomantis,ot_427
3601547	Microdynamis,ot_121
3605233	Pachycoccyx,ot_121	Pachycoccyx,ot_429
891424	Piaya,ot_121	Piaya,ot_427
891428	Coccyzus,ot_121	Coccyzus,pg_420	Coccyzus,ot_428
125909	Coccycua,ot_121
780433	Clamator,ot_121
3601128	Dasylophus,ot_121
4130280	Rhamphococcyx,ot_121
1041421	Phaenicophaeus,ot_121	Zanclostomus,ot_121	Phaenicophaeus,pg_420	Zanclostomus,ot_429
3601714	Taccocua,ot_121
3602244	Ceuthmochares,ot_121
3601283	Rhinortha,ot_121	Rhinortha,ot_121
1039514	Centropus,ot_121	Centropus,pg_420	Centropus,ot_428	Centropus,ot_427
787071	Coua,ot_121	Coua,pg_420
212174	Carpococcyx,ot_121
3596324	Carpococcyx_radiatus,ot_121	Carpococcyx_radiatus,ot_121	Carpococcyx_radiatus,ot_409
4947402	Centropus_phasianinus_spilopterus,ot_121	Centropus_phasianinus_spilopterus,ot_121	Centropus_spilopterus,ot_409
75792	Coccyzus_vieilloti,ot_121	Coccyzus_vieilloti,ot_121	Coccyzus_vieilloti,ot_409
5560110	Cacomantis_variolosus_heinrichi,ot_121	Cacomantis_variolosus_heinrichi,ot_121	Cacomantis_heinrichi,ot_409
792619	Cacomantis_variolosus_sepulcralis,ot_121	Cacomantis_variolosus_sepulcralis,ot_121	Cacomantis_sepulcralis,ot_409
3596338	Chrysococcyx_minutillus_crassirostris,ot_121	Chrysococcyx_minutillus_crassirostris,ot_121	Chrysococcyx_crassirostris,ot_409
5560111	Eudynamys_scolopaceus_cyanocephala,ot_121	Eudynamys_scolopaceus_cyanocephala,ot_121
68112	Aegotheles_bennettii_affinis,ot_123
563570	Aegotheles_bennettii_plumiferus,ot_123
563568	Aegotheles_bennettii_wiedenfeldi,ot_123
563571	Aegotheles_bennettii_bennettii,ot_123
563580	Aegotheles_albertisi_salvadorii,ot_123
259045	Aegotheles_wallacii_gigas,ot_123
590139	Aegotheles_wallacii_wallacii,ot_123
563584	Aegotheles_albertisi_albertisi,ot_123
705942	Aegotheles_novaezealandiae,ot_123	Aegotheles_novaezealandiae,ot_116	Aegotheles_novaezealandiae,ot_429
738796	Otis_tarda_dybowskii,ot_124
805793	Otis_tarda_tarda,ot_124
414352	Grus_vipio,ot_126	Grus_vipio,ot_409	Grus_vipio,ot_409	Gruiformes_Gruidae_Grus_vipio,ot_521	Grus_vipio,ot_809	Grus_vipio,ot_809	Grus_vipio,pg_1872	Grus_vipio,ot_429	Grus_vipio,pg_438
972481	Grus_rubicunda,ot_126	Grus_rubicunda,ot_409	Grus_rubicunda,ot_409	Gruiformes_Gruidae_Grus_rubicunda,ot_521	Grus_rubicunda,ot_415	Grus_rubicunda,ot_415	Grus_rubicunda,ot_809	Grus_rubicunda,ot_809	Grus_rubicunda,pg_1872	Grus_rubicunda,ot_1345	Grus_rubicunda,ot_429	Grus_rubicunda,ot_427	Grus_rubicunda,ot_427	Grus_rubicunda,pg_438
3601385	Vorona,ot_498	Vorona,ot_1516
4132136	Gobipteryx,ot_498	Gobipteryx,ot_1449	Gobipteryx,ot_1516
3601386	Patagopteryx_deferrariisi,ot_498	Patagopteryx_deferrariisi,pg_2740	Patagopteryx_deferrariisi,ot_429
3600984	Hesperornis,ot_498	Hesperornis,ot_1449	Hesperornis,ot_1516	Hesperornis,ot_428
3603279	Ichthyornis,ot_498	Icthyornis,ot_1449	Ichthyornis,ot_1516	Ichthyornis,ot_428
3605183	Jeholornis_prima,ot_498	Jeholornis_prima,ot_1431	Jeholornis_prima,pg_2740	Jeholornis_prima,ot_1513	Jeholornis_prima,ot_429
1019972	Megalaima_virens,pg_2913	Megalaima_virens,ot_409	Megalaima_virens,ot_409	Piciformes_Megalaimidae_Megalaima_virens,ot_521	Megalaima_virens,ot_150	Megalaima_virens,ot_156	Megalaima_virens,pg_2579	Megalaima_virens,ot_809	Megalaima_virens,ot_809	Megalaima_virens,ot_784	Megalaima_virens,ot_784	Megalaima_virens,ot_429	Megalaima_virens,pg_2797	Megalaima_virens,pg_2797
3600165	Megalaima_zeylanica,pg_2913	Megalaima_zeylanica,ot_409	Megalaima_zeylanica_zeylanica,ot_150
738737	Megalaima_lineata,pg_2913	Megalaima_lineata,ot_409	Megalaima_lineata,ot_409	Piciformes_Megalaimidae_Megalaima_lineata,ot_521	Megalaima_lineata_lineata,ot_150	Megalaima_lineata,ot_156	Megalaima_lineata,ot_809	Megalaima_lineata,ot_809	Megalaima_lineata,ot_429
3600198	Dendrocopos_auriceps,pg_2913	Dendrocopos_auriceps,ot_409	Leiopicus_auriceps,ot_504	Leiopicus_auriceps,ot_504	Leiopicus_auriceps,ot_504
841164	Saroglossa_spiloptera,pg_2913	Saroglossa_spiloptera,ot_409	Saroglossa_spiloptera,ot_409	Passeriformes-oscines_Sturnidae_Saroglossa_spiloptera,ot_521	Saroglossa_spiloptera,ot_809	Saroglossa_spiloptera,ot_809	Saroglossa_spiloptera,ot_429	Saroglossa_spiloptera,ot_180
59716	Saxicoloides_fulicatus,pg_2913	Saxicoloides_fulicatus,ot_409	Saxicoloides_fulicatus,ot_409	Saxicoloides_fulicatus,ot_809	Saxicoloides_fulicatus,ot_809
271791	Muscicapa_dauurica,pg_2913	Muscicapa_dauurica,ot_409	Muscicapa_latirostris,ot_409	Passeriformes-oscines_Muscicapidae_Muscicapa_dauurica,ot_521	Muscicapa_dauurica,ot_111
451069	Hodgsonius_phaenicuroides,pg_2913	Hodgsonius_phoenicuroides,ot_409	Hodgsonius_phoenicuroides,ot_409	Hodgsonius_phaenicuroides,ot_809	Hodgsonius_phaenicuroides,ot_809
909199	Muscicapella_hodgsoni,pg_2913	Muscicapella_hodgsoni,ot_409	Muscicapella_hodgsoni,ot_409	Passeriformes-oscines_Muscicapidae_Muscicapella_hodgsoni,ot_521	Muscicapella_hodgsoni,ot_809	Muscicapella_hodgsoni,ot_809	Ficedula_hodgsoni,ot_749	Muscicapella_hodgsoni,ot_429
3598245	Muscicapa_ruficauda,pg_2913	Muscicapa_ruficauda,ot_409	Muscicapa_ruficauda_130228,ot_749	Muscicapa_ruficauda_24522,ot_749
407769	Passer_rutilans,pg_2913	Passer_rutilans,ot_409	Passer_rutilans,ot_409	Passeriformes-oscines_Passeridae_Passer_rutilans,ot_521	Passer_rutilans,ot_809	Passer_rutilans,ot_809	Passer_rutilans,ot_111	Passer_rutilans,pg_438
5618	Chlorospingus_ophthalmicus,pg_2913	Chlorospingus_ophthalmicus,ot_409	Chlorospingus_ophthalmicus,ot_409	Passeriformes-oscines_Emberizidae_Chlorospingus_ophthalmicus,ot_521	Chlorospingus_ophthalmicus,pg_2575	Chlorospingus_ophthalmicus,ot_809	Chlorospingus_ophthalmicus,ot_809	Chlorospingus_ophthalmicus,ot_429	Chlorospingus_ophthalmicus,ot_770	Chlorospingus_ophthalmicus,ot_770	Chlorospingus_ophthalmicus,pg_438	Chlorospingus_ophthalmicus,pg_2924
3597380	Carpodacus_severtzovi,pg_2913	Carpodacus_rubicilla_severtzovi,pg_2874
222484	Parus_melanolophus,pg_2913	Parus_melanolophus,ot_429	Periparus_melanolophus_TP01748,pg_2600
641427	Sphenocichla_humei,pg_2913	Sphenocichla_humei,ot_409	Sphenocichla_humei,ot_409	Sphenocichla_humei_KUNHM_15201,pg_1586	Sphenocichla_humei_KUNHM_15202,pg_1586	Sphenocichla_humei_KUNHM_15201,pg_1586	Sphenocichla_humei_KUNHM_15202,pg_1586
3598546	Turdoides_nipalensis,pg_2913	Turdoides_nipalensis,ot_409
479292	Garrulax_pectoralis,pg_2913	Garrulax_pectoralis,ot_409	Garrulax_pectoralis,ot_409	Garrulax_pectoralis_USNM_3537,pg_1586	Garrulax_pectoralis_KUNHM_11125,pg_1586	Garrulax_pectoralis_KUNHM_11125,pg_1586	Garrulax_pectoralis_USNM_3537,pg_1586	Passeriformes-oscines_Leiothrichidae_Garrulax_pectoralis,ot_521	Garrulax_pectoralis,ot_809	Garrulax_pectoralis,ot_809
1084799	Actinodura_nipalensis,pg_2913	Actinodura_nipalensis,ot_409	Actinodura_nipalensis,ot_409	Actinodura_nipalensis_AMNH_DOT5594,pg_1586	Actinodura_nipalensis_AMNH_DOT5636,pg_1586	Actinodura_nipalensis_AMNH_DOT5594,pg_1586	Actinodura_nipalensis_AMNH_DOT5636,pg_1586	Passeriformes-oscines_Leiothrichidae_Actinodura_nipalensis,ot_521	Actinodura_nipalensis,ot_809	Actinodura_nipalensis,ot_809	Actinodura_nipalensis,ot_429	Actinodura_nipalensis,ot_427
1078786	Minla_strigula,pg_2913	Minla_strigula,ot_409	Minla_strigula,ot_409	Minla_strigula_KUNHM_15184,pg_1586	Minla_strigula_KUNHM_15184,pg_1586	Passeriformes-oscines_Leiothrichidae_Minla_strigula,ot_521	Minla_strigula,ot_809	Minla_strigula,ot_809	Minla_strigula,ot_429
1078798	Minla_cyanouroptera,pg_2913	Minla_cyanouroptera,ot_409	Minla_cyanouroptera,ot_409	Minla_cyanouroptera_KUNHM_11087,pg_1586	Minla_cyanouroptera_KUNHM_11281,pg_1586	Minla_cyanouroptera_KUNHM_11087,pg_1586	Minla_cyanouroptera_KUNHM_11281,pg_1586	Passeriformes-oscines_Leiothrichidae_Minla_cyanouroptera,ot_521	Minla_cyanouroptera,ot_809	Minla_cyanouroptera,ot_809	Minla_cyanouroptera,ot_429
979996	Rimator_malacoptilus,pg_2913	Rimator_malacoptilus,ot_409	Rimator_malacoptilus,ot_409	Rimator_malacoptilus_USNM_15204,pg_1586	Rimator_malacoptilus_USNM_15203,pg_1586	Rimator_malacoptilus_USNM_15203,pg_1586	Rimator_malacoptilus_USNM_15204,pg_1586
175278	Seicercus_whistleri,pg_2913	Seicercus_whistleri,ot_409	Seicercus_whistleri,ot_409	Passeriformes-oscines_Phylloscopidae_Seicercus_whistleri,ot_521	Seicercus_whistleri,ot_809	Seicercus_whistleri,ot_809	Seicercus_whistleri,ot_429	Seicercus_whistleri,ot_427	Seicercus_whistleri,pg_438
908741	Seicercus_poliogenys,pg_2913	Seicercus_poliogenys,ot_409	Seicercus_poliogenys,ot_409	Passeriformes-oscines_Phylloscopidae_Seicercus_poliogenys,ot_521	Seicercus_poliogenys,ot_809	Seicercus_poliogenys,ot_809	Seicercus_poliogenys,ot_111	Seicercus_poliogenys,ot_429	Seicercus_poliogenys,ot_427
226130	Seicercus_affinis,pg_2913	Seicercus_affinis,ot_409	Seicercus_affinis,ot_409	Passeriformes-oscines_Phylloscopidae_Seicercus_affinis,ot_521	Seicercus_affinis,ot_1789	Seicercus_affinis,ot_809	Seicercus_affinis,ot_809	Seicercus_affinis,ot_429	Seicercus_affinis,ot_427	Seicercus_affinis,pg_438
565702	Seicercus_burkii,pg_2913	Seicercus_burkii,ot_409	Seicercus_burkii,ot_409	Passeriformes-oscines_Phylloscopidae_Seicercus_burkii,ot_521	Seicercus_burkii,ot_809	Seicercus_burkii,ot_809	Seicercus_burkii,ot_429	Seicercus_burkii,ot_427	Seicercus_burkii,pg_438
749568	Seicercus_castaniceps,pg_2913	Seicercus_castaniceps,ot_409	Seicercus_castaniceps,ot_409	Passeriformes-oscines_Phylloscopidae_Seicercus_castaniceps,ot_521	Seicercus_castaniceps,ot_1789	Seicercus_castaniceps,ot_809	Seicercus_castaniceps,ot_809	Seicercus_castaniceps,ot_429	Seicercus_castaniceps,ot_427	Seicercus_castaniceps,pg_438
659660	Corvus_macrorhynchos_japonensis,pg_2913
662800	Urocissa_erythrorhyncha,pg_2913	Urocissa_erythrorhyncha,ot_409	Urocissa_erythrorhyncha,ot_409	Passeriformes-oscines_Corvidae_Urocissa_erythrorhyncha,ot_521	Urocissa_erythrorhyncha,ot_520	Urocissa_erythrorhyncha,ot_847	Urocissa_erythrorhyncha,ot_532	Urocissa_erythrorhyncha,ot_809	Urocissa_erythrorhyncha,ot_809	Urocissa_erythrorhyncha_NC_020426,ot_412	Urocissa_erythrorhyncha,ot_1195	Urocissa_erythrorhyncha,ot_429	Urocissa_erythrorhyncha,ot_863	Urocissa_erythrorhyncha,ot_863	Urocissa_erythrorhyncha,pg_438
524119	Coracina_melanoptera,pg_2913	Coracina_melanoptera,ot_409	Coracina_melanoptera,ot_409	Passeriformes-oscines_Campephagidae_Coracina_melanoptera,ot_521	Coracina_melanoptera,ot_520	Coracina_melanoptera,ot_809	Coracina_melanoptera,ot_809	Coracina_melanoptera,ot_111	Coracina_melanoptera,ot_1195
174107	Coracina_melaschistos,pg_2913	Coracina_melaschistos,ot_409	Coracina_melaschistos,ot_409	Passeriformes-oscines_Campephagidae_Coracina_melaschistos,ot_521	Coracina_melaschistos,ot_520	Coracina_melaschistos,ot_809	Coracina_melaschistos,ot_809	Coracina_melaschistos,ot_852	Coracina_melaschistos,ot_852	Coracina_melaschistos,ot_852	Coracina_melaschistos,ot_852	Coracina_melaschistos,ot_429	Coracina_melaschistos,ot_427	Coracina_melaschistos,pg_438
656025	Tephrodornis_gularis,pg_2913	Tephrodornis_gularis,ot_409	Tephrodornis_gularis,ot_409	Passeriformes-oscines_Prionopidae_Tephrodornis_gularis,ot_521	Tephrodornis_gularis,ot_809	Tephrodornis_gularis,ot_809	Tephrodornis_gularis,ot_429	Tephrodornis_gularis,ot_427	Tephrodornis_gularis,ot_427	Tephrodornis_gularis,ot_836
173930	Gallirallus_torquatus_torquatus,ot_1844	Gallirallus_torquatus_torquatus,ot_1844	Gallirallus_torquatus_torquatus,ot_1844
1041540	Gallinula_philippensis,ot_1844	Gallinula_philippensis,ot_1844	Gallinula_philippensis,ot_1844	Gallinula_philippensis,ot_1844	Gallinula_philippensis,ot_1844	Gallinula,ot_427
3599921	Amaurornis_flavirostra,ot_1844	Amaurornis_flavirostra,ot_1844	Amaurornis_flavirostra,ot_1844	Amaurornis_flavirostra,ot_1844	Amaurornis_flavirostra,ot_1844	Amaurornis_flavirostra,ot_409	Amaurornis_flavirostra,ot_429	Amaurornis_flavirostra,ot_427
56833	Porzana_paykullii,ot_1844	Porzana_paykullii,ot_1844	Porzana_paykullii,ot_1844	Porzana_paykullii,ot_1844	Porzana_paykullii,ot_1844	Porzana_paykullii,ot_409	Porzana_paykullii,ot_429	Porzana_paykullii,ot_427
817721	Porzana_fusca,ot_1844	Porzana_fusca,ot_1844	Porzana_fusca,ot_1844	Porzana_fusca,ot_1844	Porzana_fusca,ot_1844	Porzana_fusca_KY009736,ot_1844	Porzana_fusca,ot_409	Porzana_fusca,ot_429	Porzana_fusca,ot_427
979369	Amaurornis_akool,ot_1844	Amaurornis_akool,ot_1844	Amaurornis_akool,ot_1844	Amaurornis_akool,ot_409	Amaurornis_akool,ot_409	Gruiformes_Rallidae_Amaurornis_akool,ot_521	Amaurornis_akool,ot_809	Amaurornis_akool,ot_809	Amaurornis_akool,ot_429	Amaurornis_akool,ot_427
195805	Rallina_eurizonoides_sepiaria,ot_1844	Rallina_eurizonoides_sepiaria,ot_1844	Rallina_eurizonoides_sepiaria,ot_1844	Rallina_eurizonoides_sepiaria_NC_012142,ot_415
1041535	Fulica_rufrifrons,ot_1844	Fulica_rufrifrons,ot_1844	Fulica_rufrifrons,ot_1844	Fulica_rufrifrons,ot_1844	Fulica_rufrifrons,ot_1844
3599914	Gallinula_angulata,ot_1844	Gallinula_angulata,ot_1844	Gallinula_angulata,ot_1844	Gallinula_angulata,ot_1844	Gallinula_angulata,ot_1844	Gallinula_angulata,ot_409	Gallinula_angulata,ot_429	Gallinula_angulata,ot_427
5859833	Gallirallus_australis_hectori_KF701060,ot_1844
224381	Gallirallus_australis_australis_KF425525,ot_1844
44875	Pitta,ot_757	Pitta,ot_520	Pitta,ot_290	Pitta,ot_290	Pitta,pg_2702	Pitta,pg_2702	Pitta,pg_2702	Pitta,pg_420	Pitta,ot_428	Pitta,pg_2015
683063	Conopophaga,ot_757	Conopophaga,ot_290	Conopophaga,ot_290
799167	Thamnophilus,ot_757	Thamnophilus,ot_290	Thamnophilus,ot_290	Thamnophilus,pg_420	Thamnophilus,ot_763
390840	Furnarius,ot_757	Furnarius,ot_290	Furnarius,ot_290	Furnarius,ot_783
799161	Formicarius,ot_757	Formicarius,ot_290	Formicarius,ot_290
44860	Scytalopus,ot_757	Scytalopus,ot_290	Scytalopus,ot_290	Scytalopus,pg_420	Scytalopus_sp,pg_438
857134	Tityra,ot_757	Tityra,ot_290	Tityra,ot_290
683046	Mionectes,ot_757	Mionectes,ot_290	Mionectes,pg_420
463185	Tyrannus,ot_757	Tyrannus,ot_290	Tyrannus,ot_290	Tyrannus,pg_420	Tyrannus,ot_427	Tyrannus_Mionectes,ot_534	Tyrannus_Mionectes,ot_534	Tyrannus_Mionectes,ot_534	Tyrannus_Mionectes,ot_534	Tyrannus_Mionectes,ot_534	Tyrannus_Mionectes,ot_534	Tyrannus_Mionectes,ot_534	Tyrannus_Mionectes,ot_534	Tyrannus_Mionectes,ot_534	Tyrannus_Mionectes,ot_534	Tyrannus_Mionectes,ot_534	Tyrannus_Mionectes,ot_534	Tyrannus_Mionectes,ot_534	Tyrannus_Mionectes,ot_534	Tyrannus_Mionectes,ot_534	Tyrannus_Mionectes,ot_534	Tyrannus_Mionectes,ot_534	Tyrannus,pg_2015
872124	Pipra,ot_757	Pipra,ot_290	Pipra,pg_420
275660	Rupicola,ot_757	Rupicola,ot_290	Rupicola,ot_427
901831	Malurus,ot_757	Malurus,ot_520	Malurus,ot_290	Malurus,ot_290	Malurus,pg_2702	Malurus,pg_2702	Malurus,pg_2702	Malurus,pg_420	Malurus,ot_783	Malurus,ot_763
1092345	Meliphagidae,ot_757	Meliphagidae,ot_427
565810	Pomatostomus,ot_757	Pomatostomus,ot_520	Pomatostomus,ot_290	Pomatostomus,ot_290	Pomatostomus,pg_2702	Pomatostomus,pg_2702	Pomatostomus,pg_2702	Pomatostomus,ot_783	Pomatostomus,ot_1043	Pomatostomus,pg_2015
488741	Orthonyx,ot_757	Orthonyx,ot_520	Orthonyx,ot_290	Orthonyx,ot_290	Orthonyx,pg_2702	Orthonyx,pg_2702	Orthonyx,pg_2702	Orthonyx,ot_783
635219	Callaeas,ot_757	Callaeas,ot_520	Callaeas,ot_290	Callaeas,ot_290	Callaeas,ot_1043
965451	Troglodytes,ot_757	Troglodytes,ot_290	Troglodytes,ot_783	Troglodytes,ot_427	Troglodytes,pg_2015
603922	Sitta,ot_757	Sitta,ot_290	Sitta,ot_290	Sitta,ot_783	Sitta,ot_1174	Sitta,pg_2015
817638	Mimus,ot_757	Mimus,ot_290	Mimus,ot_290	Mimus,pg_2015
699626	Prunella,ot_757	Prunella,ot_290	Prunella,ot_290	Prunella,ot_783
956243	Parula,ot_757
370815	Ploceus,ot_757	Ploceus,ot_290	Ploceus,ot_290	Ploceus,pg_420	Ploceus,ot_783
420993	Dicaeum,ot_757	Dicaeum,ot_290	Dicaeum,ot_290
515141	Parus,ot_757	Parus,ot_290	Parus,ot_290	Parus,ot_783	Parus,ot_428	Parus,ot_763	Parus,pg_2015
897677	Hirundo,ot_757	Hirundo,ot_290	Hirundo,ot_290	Hirundo,ot_783
131988	Zosterops,ot_757	Zosterops,ot_290	Zosterops,ot_290	Zosterops,pg_2015
